"PIPE_ID","WELL_ID","casing_number","Bore_Hole_ID","Comment","Alt_name"
11331498,"1536104",1,11316643,,
11331499,"1536105",1,11316644,,
11559779,"1536106",1,11550172,,
11559780,"1536107",1,11550173,,
11559781,"1536108",1,11550174,,
11559782,"1536109",1,11550175,,
11559783,"1536110",1,11550176,,
11559784,"1536111",1,11550177,,
11559785,"1536112",1,11550178,,
11559786,"1536113",1,11550179,,
11559787,"1536114",1,11550180,,
11559788,"1536115",1,11550181,,
11559789,"1536116",1,11550182,,
11559790,"1536117",1,11550183,,
11559791,"1536118",1,11550184,,
11559792,"1536119",1,11550185,,
11559793,"1536120",1,11550186,,
11559794,"1536121",1,11550187,,
11559795,"1536122",1,11550188,,
11559796,"1536123",1,11550189,,
11559797,"1536124",1,11550190,,
11559798,"1536125",1,11550191,,
11559799,"1536126",1,11550192,,
11559800,"1536127",1,11550193,,
11559801,"1536128",1,11550194,,
11559802,"1536129",1,11550195,,
11559803,"1536130",1,11550196,,
11559804,"1536131",1,11550197,,
11559805,"1536132",1,11550198,,
11559806,"1536133",1,11550199,,
11559807,"1536134",1,11550200,,
11559808,"1536135",1,11550201,,
11559809,"1536136",1,11550202,,
11559810,"1536137",1,11550203,,
11559811,"1536138",1,11550204,,
11559812,"1536139",1,11550205,,
11559813,"1536140",1,11550206,,
11559814,"1536141",1,11550207,,
11559815,"1536142",1,11550208,,
11559816,"1536143",1,11550209,,
11559817,"1536144",1,11550210,,
11559818,"1536145",1,11550211,,
11559819,"1536146",1,11550212,,
11559820,"1536147",1,11550213,,
11559821,"1536148",1,11550214,,
11559822,"1536149",1,11550215,,
11559823,"1536150",1,11550216,,
11559824,"1536151",1,11550217,,
11559825,"1536152",1,11550218,,
11559826,"1536153",1,11550219,,
11559827,"1536154",1,11550220,,
11559828,"1536155",1,11550221,,
11559829,"1536156",1,11550222,,
11559830,"1536157",1,11550223,,
11559831,"1536158",1,11550224,,
11559832,"1536159",1,11550225,,
11559833,"1536160",1,11550226,,
11559834,"1536161",1,11550227,,
11559835,"1536162",1,11550228,,
11559836,"1536163",1,11550229,,
11559837,"1536164",1,11550230,,
11559838,"1536165",1,11550231,,
11559839,"1536166",1,11550232,,
11559840,"1536167",1,11550233,,
11559841,"1536168",1,11550234,,
11559842,"1536169",1,11550235,,
11559843,"1536170",1,11550236,,
11559844,"1536171",1,11550237,,
11559845,"1536172",1,11550238,,
11559846,"1536173",1,11550239,,
11559847,"1536174",1,11550240,,
11559848,"1536175",1,11550241,,
11559849,"1536176",1,11550242,,
11559850,"1536177",1,11550243,,
11559851,"1536178",1,11550244,,
11559852,"1536179",1,11550245,,
11559853,"1536180",1,11550246,,
11559854,"1536181",1,11550247,,
11559855,"1536182",1,11550248,,
11559856,"1536183",1,11550249,,
11559857,"1536184",1,11550250,,
11559858,"1536185",1,11550251,,
11559859,"1536186",1,11550252,,
11559860,"1536187",1,11550253,,
11559861,"1536188",1,11550254,,
11559862,"1536189",1,11550255,,
11559863,"1536190",1,11550256,,
11559864,"1536191",1,11550257,,
11559865,"1536192",1,11550258,,
11559866,"1536193",1,11550259,,
11559867,"1536194",1,11550260,,
11559868,"1536195",1,11550261,,
11559869,"1536196",1,11550262,,
11559870,"1536197",1,11550263,,
11559871,"1536198",1,11550264,,
11559872,"1536199",1,11550265,,
11559873,"1536200",1,11550266,,
11559874,"1536201",1,11550267,,
11559875,"1536202",1,11550268,,
11559876,"1536203",1,11550269,,
11559877,"1536204",1,11550270,,
11559878,"1536205",1,11550271,,
11559879,"1536206",1,11550272,,
11559880,"1536207",1,11550273,,
11559881,"1536208",1,11550274,,
11559882,"1536209",1,11550275,,
11559883,"1536210",1,11550276,,
11559884,"1536211",1,11550277,,
11559885,"1536212",1,11550278,,
11559886,"1536213",1,11550279,,
11559887,"1536214",1,11550280,,
11559888,"1536215",1,11550281,,
11559889,"1536216",1,11550282,,
11559890,"1536217",1,11550283,,
11559891,"1536218",1,11550284,,
11559892,"1536219",1,11550285,,
11559893,"1536220",1,11550286,,
11559894,"1536221",1,11550287,,
11559895,"1536222",1,11550288,,
11559896,"1536223",1,11550289,,
11559897,"1536224",1,11550290,,
11559898,"1536225",1,11550291,,
11559899,"1536226",1,11550292,,
11559900,"1536227",1,11550293,,
11559902,"1536229",1,11550295,,
11559903,"1536230",1,11550296,,
11559904,"1536231",1,11550297,,
11559905,"1536232",1,11550298,,
11559906,"1536233",1,11550299,,
11559907,"1536234",1,11550300,,
11559908,"1536235",1,11550301,,
11559909,"1536236",1,11550302,,
11559910,"1536237",1,11550303,,
11559911,"1536238",1,11550304,,
11559912,"1536239",1,11550305,,
11559913,"1536240",1,11550306,,
11559914,"1536241",1,11550307,,
11559915,"1536242",1,11550308,,
11559916,"1536243",1,11550309,,
11559917,"1536244",1,11550310,,
11559918,"1536245",1,11550311,,
11559919,"1536246",1,11550312,,
11559920,"1536247",1,11550313,,
11559921,"1536248",1,11550314,,
11559922,"1536249",1,11550315,,
11559923,"1536250",1,11550316,,
11559924,"1536251",1,11550317,,
11559925,"1536252",1,11550318,,
11559926,"1536253",1,11550319,,
11559927,"1536254",1,11550320,,
11559928,"1536255",1,11550321,,
11559929,"1536256",1,11550322,,
11559930,"1536257",1,11550323,,
11559931,"1536258",1,11550324,,
11559932,"1536259",1,11550325,,
11559933,"1536260",1,11550326,,
11559934,"1536261",1,11550327,,
11559935,"1536262",1,11550328,,
11559936,"1536263",1,11550329,,
11559937,"1536264",1,11550330,,
11559938,"1536265",1,11550331,,
11559939,"1536266",1,11550332,,
11559941,"1536268",1,11550334,,
11559942,"1536269",1,11550335,,
11559945,"1536272",1,11550338,,
11559946,"1536273",1,11550339,,
11559947,"1536274",1,11550340,,
11559948,"1536275",1,11550341,,
11559949,"1536276",1,11550342,,
11559950,"1536277",1,11550343,,
11559951,"1536278",1,11550344,,
11559952,"1536279",1,11550345,,
11559953,"1536280",1,11550346,,
11559954,"1536281",1,11550347,,
11559955,"1536282",1,11550348,,
11559956,"1536283",1,11550349,,
11559957,"1536284",1,11550350,,
11559958,"1536285",1,11550351,,
11559959,"1536286",1,11550352,,
11559960,"1536287",1,11550353,,
11559961,"1536288",1,11550354,,
11559962,"1536289",1,11550355,,
11559963,"1536290",1,11550356,,
11559964,"1536291",1,11550357,,
11559965,"1536292",1,11550358,,
11559966,"1536293",1,11550359,,
11559967,"1536294",1,11550360,,
11559968,"1536295",1,11550361,,
11559969,"1536296",1,11550362,,
11559970,"1536297",1,11550363,,
11559971,"1536298",1,11550364,,
11559972,"1536299",1,11550365,,
11559973,"1536300",1,11550366,,
11559974,"1536301",1,11550367,,
11559975,"1536302",1,11550368,,
11559976,"1536303",1,11550369,,
11559977,"1536304",1,11550370,,
11559978,"1536305",1,11550371,,
11559979,"1536306",1,11550372,,
11559980,"1536307",1,11550373,,
11559981,"1536308",1,11550374,,
11559982,"1536309",1,11550375,,
11559983,"1536310",1,11550376,,
11559984,"1536311",1,11550377,,
11559985,"1536312",1,11550378,,
11559986,"1536313",1,11550379,,
11559987,"1536314",1,11550380,,
11559988,"1536315",1,11550381,,
11559989,"1536316",1,11550382,,
11559990,"1536317",1,11550383,,
11559991,"1536318",1,11550384,,
11559992,"1536319",1,11550385,,
11559993,"1536320",1,11550386,,
11559994,"1536321",1,11550387,,
11559995,"1536322",1,11550388,,
11559996,"1536323",1,11550389,,
11559997,"1536324",1,11550390,,
11559998,"1536325",1,11550391,,
11559999,"1536326",1,11550392,,
11560000,"1536327",1,11550393,,
11560001,"1536328",1,11550394,,
11560002,"1536329",1,11550395,,
11560003,"1536330",1,11550396,,
11560004,"1536331",1,11550397,,
11560005,"1536332",1,11550398,,
11560006,"1536333",1,11550399,,
11560007,"1536334",1,11550400,,
11560008,"1536335",1,11550401,,
11560009,"1536336",1,11550402,,
11560010,"1536337",1,11550403,,
11560011,"1536338",1,11550404,,
11560012,"1536339",1,11550405,,
11560013,"1536340",1,11550406,,
11560014,"1536341",1,11550407,,
11560015,"1536342",1,11550408,,
11560016,"1536343",1,11550409,,
11560017,"1536344",1,11550410,,
11560018,"1536345",1,11550411,,
11560020,"1536347",1,11550413,,
11560021,"1536348",1,11550414,,
11560022,"1536349",1,11550415,,
11560023,"1536350",1,11550416,,
11560024,"1536351",1,11550417,,
11560025,"1536352",1,11550418,,
11560026,"1536353",1,11550419,,
11560027,"1536354",1,11550420,,
11560028,"1536355",1,11550421,,
11560029,"1536356",1,11550422,,
11560030,"1536357",1,11550423,,
11560031,"1536358",1,11550424,,
11560032,"1536359",1,11550425,,
11560033,"1536360",1,11550426,,
11560034,"1536361",1,11550427,,
11560035,"1536362",1,11550428,,
11560036,"1536363",1,11550429,,
11560037,"1536364",1,11550430,,
11560038,"1536365",1,11550431,,
11560039,"1536366",1,11550432,,
11560040,"1536367",1,11550433,,
11560041,"1536368",1,11550434,,
11560043,"1536370",1,11550436,,
11560044,"1536371",1,11550437,,
11560045,"1536372",1,11550438,,
11560046,"1536373",1,11550439,,
11560047,"1536374",1,11550440,,
11560048,"1536375",1,11550441,,
11560049,"1536376",1,11550442,,
11560050,"1536377",1,11550443,,
11560051,"1536378",1,11550444,,
11560052,"1536379",1,11550445,,
11560053,"1536380",1,11550446,,
11560055,"1536382",1,11550448,,
11560056,"1536383",1,11550449,,
11560057,"1536384",1,11550450,,
11560058,"1536385",1,11550451,,
11560059,"1536386",1,11550452,,
11560060,"1536387",1,11550453,,
11560061,"1536388",1,11550454,,
11560062,"1536389",1,11550455,,
11560063,"1536390",1,11550456,,
11560064,"1536391",1,11550457,,
11560065,"1536392",1,11550458,,
11560066,"1536393",1,11550459,,
11560067,"1536394",1,11550460,,
11560068,"1536395",1,11550461,,
11560069,"1536396",1,11550462,,
11560070,"1536397",1,11550463,,
11560071,"1536398",1,11550464,,
11560072,"1536399",1,11550465,,
11560073,"1536400",1,11550466,,
11560074,"1536401",1,11550467,,
11560075,"1536402",1,11550468,,
11560076,"1536403",1,11550469,,
11560077,"1536404",1,11550470,,
11560078,"1536405",1,11550471,,
11560079,"1536406",1,11550472,,
11560080,"1536407",1,11550473,,
11560081,"1536408",1,11550474,,
11560082,"1536409",1,11550475,,
11560083,"1536410",1,11550476,,
11560084,"1536411",1,11550477,,
11560085,"1536412",1,11550478,,
11560086,"1536413",1,11550479,,
11560087,"1536414",1,11550480,,
11560088,"1536415",1,11550481,,
11560089,"1536416",1,11550482,,
11560090,"1536417",1,11550483,,
11560091,"1536418",1,11550484,,
11560092,"1536419",1,11550485,,
11560093,"1536420",1,11550486,,
11560094,"1536421",1,11550487,,
11560095,"1536422",1,11550488,,
11560096,"1536423",1,11550489,,
11560097,"1536424",1,11550490,,
11560098,"1536425",1,11550491,,
11560099,"1536426",1,11550492,,
11560100,"1536427",1,11550493,,
11560101,"1536428",1,11550494,,
11560102,"1536429",1,11550495,,
11560103,"1536430",1,11550496,,
11560104,"1536431",1,11550497,,
11560105,"1536432",1,11550498,,
11560106,"1536433",1,11550499,,
11560107,"1536434",1,11550500,,
11560108,"1536435",1,11550501,,
11560109,"1536436",1,11550502,,
11560110,"1536437",1,11550503,,
11560111,"1536438",1,11550504,,
11560112,"1536439",1,11550505,,
11560113,"1536440",1,11550506,,
11560114,"1536441",1,11550507,,
11560115,"1536442",1,11550508,,
11560116,"1536443",1,11550509,,
11560117,"1536444",1,11550510,,
11560118,"1536445",1,11550511,,
11560119,"1536446",1,11550512,,
11560120,"1536447",1,11550513,,
11560121,"1536448",1,11550514,,
11560122,"1536449",1,11550515,,
11560123,"1536450",1,11550516,,
11560124,"1536451",1,11550517,,
11560125,"1536452",1,11550518,,
11560126,"1536453",1,11550519,,
11560127,"1536454",1,11550520,,
11560128,"1536455",1,11550521,,
11560129,"1536456",1,11550522,,
11560131,"1536458",1,11550524,,
11560132,"1536459",1,11550525,,
11560133,"1536460",1,11550526,,
11560134,"1536461",1,11550527,,
11560135,"1536462",1,11550528,,
11560136,"1536463",1,11550529,,
11560137,"1536464",1,11550530,,
11560138,"1536465",1,11550531,,
11560139,"1536466",1,11550532,,
11560140,"1536467",1,11550533,,
11560141,"1536468",1,11550534,,
11560142,"1536469",1,11550535,,
11560143,"1536470",1,11550536,,
11560144,"1536471",1,11550537,,
11560145,"1536472",1,11550538,,
11560146,"1536473",1,11550539,,
11560147,"1536474",1,11550540,,
11560148,"1536475",1,11550541,,
11560149,"1536476",1,11550542,,
11560150,"1536477",1,11550543,,
11560151,"1536478",1,11550544,,
11560152,"1536479",1,11550545,,
11560153,"1536480",1,11550546,,
11560154,"1536481",1,11550547,,
11560155,"1536482",1,11550548,,
11560157,"1536484",1,11550550,,
11560158,"1536485",1,11550551,,
11560159,"1536486",1,11550552,,
11560160,"1536487",1,11550553,,
11560161,"1536488",1,11550554,,
11560162,"1536489",1,11550555,,
11560163,"1536490",1,11550556,,
11560164,"1536491",1,11550557,,
11560165,"1536492",1,11550558,,
11560166,"1536493",1,11550559,,
11560167,"1536494",1,11550560,,
11560168,"1536495",1,11550561,,
11560169,"1536496",1,11550562,,
11560170,"1536497",1,11550563,,
11560171,"1536498",1,11550564,,
11560172,"1536499",1,11550565,,
11560173,"1536500",1,11550566,,
11560174,"1536501",1,11550567,,
11560175,"1536502",1,11550568,,
11560176,"1536503",1,11550569,,
11560177,"1536504",1,11550570,,
11560178,"1536505",1,11550571,,
11560179,"1536506",1,11550572,,
11560180,"1536507",1,11550573,,
11560181,"1536508",1,11550574,,
11560182,"1536509",1,11550575,,
11560183,"1536510",1,11550576,,
11560184,"1536511",1,11550577,,
11560185,"1536512",1,11550578,,
11560186,"1536513",1,11550579,,
11560187,"1536514",1,11550580,,
11560188,"1536515",1,11550581,,
11560189,"1536516",1,11550582,,
11560190,"1536517",1,11550583,,
11560191,"1536518",1,11550584,,
11560192,"1536519",1,11550585,,
11560193,"1536520",1,11550586,,
11560194,"1536521",1,11550587,,
11560195,"1536522",1,11550588,,
11560196,"1536523",1,11550589,,
11560197,"1536524",1,11550590,,
11560198,"1536525",1,11550591,,
11560199,"1536526",1,11550592,,
11560200,"1536527",1,11550593,,
11560201,"1536528",1,11550594,,
11560202,"1536529",1,11550595,,
11560203,"1536530",1,11550596,,
11560204,"1536531",1,11550597,,
11560205,"1536532",1,11550598,,
11560206,"1536533",1,11550599,,
11560207,"1536534",1,11550600,,
11560208,"1536535",1,11550601,,
11560209,"1536536",1,11550602,,
11560210,"1536537",1,11550603,,
11560211,"1536538",1,11550604,,
11560212,"1536539",1,11550605,,
11560213,"1536540",1,11550606,,
11560214,"1536541",1,11550607,,
11560215,"1536542",1,11550608,,
11560216,"1536543",1,11550609,,
11560217,"1536544",1,11550610,,
11560218,"1536545",1,11550611,,
11560219,"1536546",1,11550612,,
11560220,"1536547",1,11550613,,
11560221,"1536548",1,11550614,,
11560222,"1536549",1,11550615,,
11560223,"1536550",1,11550616,,
11560224,"1536551",1,11550617,,
11560225,"1536552",1,11550618,,
11560226,"1536553",1,11550619,,
11560227,"1536554",1,11550620,,
11560228,"1536555",1,11550621,,
11560229,"1536556",1,11550622,,
11560230,"1536557",1,11550623,,
11560231,"1536558",1,11550624,,
11560232,"1536559",1,11550625,,
11560233,"1536560",1,11550626,,
11560234,"1536561",1,11550627,,
11560235,"1536562",1,11550628,,
11560236,"1536563",1,11550629,,
11560237,"1536564",1,11550630,,
11560238,"1536565",1,11550631,,
11560239,"1536566",1,11550632,,
11560240,"1536567",1,11550633,,
11560241,"1536568",1,11550634,,
11560242,"1536569",1,11550635,,
11560243,"1536570",1,11550636,,
11560244,"1536571",1,11550637,,
11560245,"1536572",1,11550638,,
11560246,"1536573",1,11550639,,
11560247,"1536574",1,11550640,,
11560248,"1536575",1,11550641,,
11560249,"1536576",1,11550642,,
11560250,"1536577",1,11550643,,
11560251,"1536578",1,11550644,,
11560252,"1536579",1,11550645,,
11560253,"1536580",1,11550646,,
11560254,"1536581",1,11550647,,
11560255,"1536582",1,11550648,,
11560256,"1536583",1,11550649,,
11560257,"1536584",1,11550650,,
11560258,"1536585",1,11550651,,
11560259,"1536586",1,11550652,,
11560260,"1536587",1,11550653,,
11560261,"1536588",1,11550654,,
11560262,"1536589",1,11550655,,
11560263,"1536590",1,11550656,,
11560264,"1536591",1,11550657,,
11560265,"1536592",1,11550658,,
11560266,"1536593",1,11550659,,
11560267,"1536594",1,11550660,,
11560268,"1536595",1,11550661,,
11560269,"1536596",1,11550662,,
11560270,"1536597",1,11550663,,
11560271,"1536598",1,11550664,,
11560272,"1536599",1,11550665,,
11560273,"1536600",1,11550666,,
11560274,"1536601",1,11550667,,
11560275,"1536602",1,11550668,,
11560276,"1536603",1,11550669,,
11560277,"1536604",1,11550670,,
11560278,"1536605",1,11550671,,
11560279,"1536606",1,11550672,,
11560280,"1536607",1,11550673,,
11560281,"1536608",1,11550674,,
11560282,"1536609",1,11550675,,
11560283,"1536610",1,11550676,,
11560284,"1536611",1,11550677,,
11560285,"1536612",1,11550678,,
11560286,"1536613",1,11550679,,
11560287,"1536614",1,11550680,,
11560288,"1536615",1,11550681,,
11560289,"1536616",1,11550682,,
11560290,"1536617",1,11550683,,
11560291,"1536618",1,11550684,,
11560292,"1536619",1,11550685,,
11560293,"1536620",1,11550686,,
11560294,"1536621",1,11550687,,
11560295,"1536622",1,11550688,,
11560296,"1536623",1,11550689,,
11560297,"1536624",1,11550690,,
11560298,"1536625",1,11550691,,
11560299,"1536626",1,11550692,,
11560300,"1536627",1,11550693,,
11560301,"1536628",1,11550694,,
11560302,"1536629",1,11550695,,
11560303,"1536630",1,11550696,,
11560304,"1536631",1,11550697,,
11560305,"1536632",1,11550698,,
11560306,"1536633",1,11550699,,
11560307,"1536634",1,11550700,,
11696595,"1536635",1,11691729,,
11696596,"1536636",1,11691730,,
11696597,"1536637",1,11691731,,
11696598,"1536638",1,11691732,,
11696599,"1536639",1,11691733,,
11696600,"1536640",1,11691734,,
11696601,"1536641",1,11691735,,
11696602,"1536642",1,11691736,,
11696603,"1536643",1,11691737,,
11696604,"1536644",1,11691738,,
11696605,"1536645",1,11691739,,
11696606,"1536646",1,11691740,,
11696607,"1536647",1,11691741,,
11696608,"1536648",1,11691742,,
11696609,"1536649",1,11691743,,
11696610,"1536650",1,11691744,,
11696611,"1536651",1,11691745,,
11696612,"1536652",1,11691746,,
11696613,"1536653",1,11691747,,
11696614,"1536654",1,11691748,,
11696615,"1536655",1,11691749,,
11696616,"1536656",1,11691750,,
11696617,"1536657",1,11691751,,
11696618,"1536658",1,11691752,,
11696619,"1536659",1,11691753,,
11696620,"1536660",1,11691754,,
11696621,"1536661",1,11691755,,
11696622,"1536662",1,11691756,,
11696623,"1536663",1,11691757,,
11696624,"1536664",1,11691758,,
11696625,"1536665",1,11691759,,
11696626,"1536666",1,11691760,,
11696627,"1536667",1,11691761,,
11696628,"1536668",1,11691762,,
11696629,"1536669",1,11691763,,
11696630,"1536670",1,11691764,,
11696631,"1536671",1,11691765,,
11696632,"1536672",1,11691766,,
11696633,"1536673",1,11691767,,
11696634,"1536674",1,11691768,,
11696635,"1536675",1,11691769,,
11696636,"1536676",1,11691770,,
11696637,"1536677",1,11691771,,
11696638,"1536678",1,11691772,,
11696639,"1536679",1,11691773,,
11696640,"1536680",1,11691774,,
11696641,"1536681",1,11691775,,
11696642,"1536682",1,11691776,,
11696643,"1536683",1,11691777,,
11696644,"1536684",1,11691778,,
11696645,"1536685",1,11691779,,
11696646,"1536686",1,11691780,,
11696647,"1536687",1,11691781,,
11696648,"1536688",1,11691782,,
11696649,"1536689",1,11691783,,
11696650,"1536690",1,11691784,,
11696651,"1536691",1,11691785,,
11696652,"1536692",1,11691786,,
11696653,"1536693",1,11691787,,
11696654,"1536694",1,11691788,,
11696655,"1536695",1,11691789,,
11696656,"1536696",1,11691790,,
11696657,"1536697",1,11691791,,
11696658,"1536698",1,11691792,,
11696659,"1536699",1,11691793,,
11696660,"1536700",1,11691794,,
11696661,"1536701",1,11691795,,
11696662,"1536702",1,11691796,,
11696663,"1536703",1,11691797,,
11696664,"1536704",1,11691798,,
11696665,"1536705",1,11691799,,
11696666,"1536706",1,11691800,,
11696667,"1536707",1,11691801,,
11696668,"1536708",1,11691802,,
11696669,"1536709",1,11691803,,
11696670,"1536710",1,11691804,,
11696671,"1536711",1,11691805,,
11696672,"1536712",1,11691806,,
11696673,"1536713",1,11691807,,
11696674,"1536714",1,11691808,,
11696675,"1536715",1,11691809,,
11696676,"1536716",1,11691810,,
11696677,"1536717",1,11691811,,
11696678,"1536718",1,11691812,,
11696679,"1536719",1,11691813,,
11696680,"1536720",1,11691814,,
11696681,"1536721",1,11691815,,
11696682,"1536722",1,11691816,,
11696683,"1536723",1,11691817,,
11696684,"1536724",1,11691818,,
11696685,"1536725",1,11691819,,
11696686,"1536726",1,11691820,,
11696687,"1536727",1,11691821,,
11696688,"1536728",1,11691822,,
11696689,"1536729",1,11691823,,
11696690,"1536730",1,11691824,,
11696691,"1536731",1,11691825,,
11696692,"1536732",1,11691826,,
11696693,"1536733",1,11691827,,
11696694,"1536734",1,11691828,,
11696695,"1536735",1,11691829,,
11696696,"1536736",1,11691830,,
11696697,"1536737",1,11691831,,
11696698,"1536738",1,11691832,,
11696699,"1536739",1,11691833,,
11696700,"1536740",1,11691834,,
11696701,"1536741",1,11691835,,
11696702,"1536742",1,11691836,,
11696703,"1536743",1,11691837,,
11696704,"1536744",1,11691838,,
11696705,"1536745",1,11691839,,
11696706,"1536746",1,11691840,,
11696707,"1536747",1,11691841,,
11696708,"1536748",1,11691842,,
11696709,"1536749",1,11691843,,
11696710,"1536750",1,11691844,,
11696711,"1536751",1,11691845,,
11696712,"1536752",1,11691846,,
11696713,"1536753",1,11691847,,
11696714,"1536754",1,11691848,,
11696715,"1536755",1,11691849,,
11696716,"1536756",1,11691850,,
11696717,"1536757",1,11691851,,
11696718,"1536758",1,11691852,,
11696719,"1536759",1,11691853,,
11696720,"1536760",1,11691854,,
11696721,"1536761",1,11691855,,
11696722,"1536762",1,11691856,,
11696723,"1536763",1,11691857,,
11696724,"1536764",1,11691858,,
11696725,"1536765",1,11691859,,
11696726,"1536766",1,11691860,,
11696727,"1536767",1,11691861,,
11696728,"1536768",1,11691862,,
11696729,"1536769",1,11691863,,
11696730,"1536770",1,11691864,,
11696731,"1536771",1,11691865,,
11696732,"1536772",1,11691866,,
11696733,"1536773",1,11691867,,
11696734,"1536774",1,11691868,,
11696735,"1536775",1,11691869,,
11696736,"1536776",1,11691870,,
11696737,"1536777",1,11691871,,
11696738,"1536778",1,11691872,,
11696739,"1536779",1,11691873,,
11696740,"1536780",1,11691874,,
11696741,"1536781",1,11691875,,
11696742,"1536782",1,11691876,,
11696743,"1536783",1,11691877,,
11696744,"1536784",1,11691878,,
11696745,"1536785",1,11691879,,
11696746,"1536786",1,11691880,,
11696747,"1536787",1,11691881,,
11696748,"1536788",1,11691882,,
11696749,"1536789",1,11691883,,
11696750,"1536790",1,11691884,,
11696751,"1536791",1,11691885,,
11696752,"1536792",1,11691886,,
11696753,"1536793",1,11691887,,
11696754,"1536794",1,11691888,,
11696755,"1536795",1,11691889,,
11696756,"1536796",1,11691890,,
11696757,"1536797",1,11691891,,
11696758,"1536798",1,11691892,,
11696759,"1536799",1,11691893,,
11696760,"1536800",1,11691894,,
11696761,"1536801",1,11691895,,
11696762,"1536802",1,11691896,,
11696763,"1536803",1,11691897,,
11696764,"1536804",1,11691898,,
11696765,"1536805",1,11691899,,
11696766,"1536806",1,11691900,,
11696767,"1536807",1,11691901,,
11696768,"1536808",1,11691902,,
11696769,"1536809",1,11691903,,
11696770,"1536810",1,11691904,,
11696771,"1536811",1,11691905,,
11696772,"1536812",1,11691906,,
11696773,"1536813",1,11691907,,
11696774,"1536814",1,11691908,,
11696775,"1536815",1,11691909,,
11696776,"1536816",1,11691910,,
11696777,"1536817",1,11691911,,
11696778,"1536818",1,11691912,,
11696779,"1536819",1,11691913,,
11696780,"1536820",1,11691914,,
11696781,"1536821",1,11691915,,
11696782,"1536822",1,11691916,,
11696783,"1536823",1,11691917,,
11696784,"1536824",1,11691918,,
11696785,"1536825",1,11691919,,
11696786,"1536826",1,11691920,,
11696787,"1536827",1,11691921,,
11696788,"1536828",1,11691922,,
11696789,"1536829",1,11691923,,
11696790,"1536830",1,11691924,,
11696791,"1536831",1,11691925,,
11696792,"1536832",1,11691926,,
11696793,"1536833",1,11691927,,
11696794,"1536834",1,11691928,,
11696795,"1536835",1,11691929,,
11696796,"1536836",1,11691930,,
11696797,"1536837",1,11691931,,
11696798,"1536838",1,11691932,,
11696799,"1536839",1,11691933,,
11696800,"1536840",1,11691934,,
11696801,"1536841",1,11691935,,
11696802,"1536842",1,11691936,,
11696803,"1536843",1,11691937,,
11696804,"1536844",1,11691938,,
11696805,"1536845",1,11691939,,
11696806,"1536846",1,11691940,,
11696807,"1536847",1,11691941,,
11696808,"1536848",1,11691942,,
11696809,"1536849",1,11691943,,
11696810,"1536850",1,11691944,,
11696811,"1536851",1,11691945,,
11696812,"1536852",1,11691946,,
11696813,"1536853",1,11691947,,
11696814,"1536854",1,11691948,,
11696815,"1536855",1,11691949,,
11696816,"1536856",1,11691950,,
11696817,"1536857",1,11691951,,
11696818,"1536858",1,11691952,,
11696819,"1536859",1,11691953,,
11696820,"1536860",1,11691954,,
11696821,"1536861",1,11691955,,
11696822,"1536862",1,11691956,,
11696823,"1536863",1,11691957,,
11696824,"1536864",1,11691958,,
11696825,"1536865",1,11691959,,
11696826,"1536866",1,11691960,,
11696827,"1536867",1,11691961,,
11696828,"1536868",1,11691962,,
11696829,"1536869",1,11691963,,
11696830,"1536870",1,11691964,,
11696831,"1536871",1,11691965,,
11696832,"1536872",1,11691966,,
11696833,"1536873",1,11691967,,
11696834,"1536874",1,11691968,,
11696835,"1536875",1,11691969,,
11696836,"1536876",1,11691970,,
11696837,"1536877",1,11691971,,
11696838,"1536878",1,11691972,,
11696839,"1536879",1,11691973,,
10616414,"1803615",1,10067844,,
11560574,"1805319",1,11550967,,
11560577,"1805322",1,11550970,,
11560583,"1805328",1,11550976,,
11560584,"1805329",1,11550977,,
10669821,"2405162",1,10121251,,
11563130,"3616730",1,11553523,,
11563252,"3616852",1,11553645,,
11113159,"4513649",1,11106707,,
10921196,"5513633",1,10372626,,
10922212,"5600366",1,10373642,,
10922944,"5601740",1,10374374,,
10923694,"5602539",1,10375124,,
10924032,"5602893",1,10375462,,
10924033,"5602894",1,10375463,,
10924312,"5603175",1,10375742,,
10924314,"5603177",1,10375744,,
10924315,"5603178",1,10375745,,
10924329,"5603192",1,10375759,,
10924337,"5603200",1,10375767,,
10926054,"5605141",1,10377484,,
11339734,"5606081",1,11324879,,
11339735,"5606082",1,11324880,,
11339785,"5606132",1,11324930,,
11339786,"5606133",1,11324931,,
11339787,"5606134",1,11324932,,
11339788,"5606135",1,11324933,,
11339789,"5606136",1,11324934,,
11339790,"5606137",1,11324935,,
11339791,"5606138",1,11324936,,
11339806,"5606153",1,11324951,,
10980094,"6106031",1,10431524,,
11568656,"6930249",1,11559049,,
11768353,"7033996",1,11760663,,
11768354,"7033997",1,11760664,,
11768355,"7033998",1,11760665,,
11768356,"7033999",1,11760666,,
11768357,"7034000",1,11760667,,
11768358,"7034001",1,11760668,,
11768359,"7034002",1,11760669,,
11768384,"7034483",1,11760694,,
11768434,"7034865",1,11760744,,
11768465,"7034892",1,11760775,,
11768466,"7034915",1,11760776,,
11768484,"7035241",1,11760794,,
11768496,"7035356",1,11760806,,
11768518,"7035378",1,11760828,,
11768519,"7035379",1,11760829,,
11768525,"7035385",1,11760835,,
11768679,"7036210",1,11760989,,
11768778,"7036764",1,11761088,,
11768817,"7037162",1,11761127,,
11768862,"7037444",1,11761172,,
11768873,"7037539",1,11761183,,
