"PLUG_ID","WELL_ID","BORE_HOLE_ID","Layer","PLUG_FROM","PLUG_TO","PLUG_DEPTH_UOM"
1001996154,"7115972",1001905923,1,0.00,29.50,"m"
1001996248,"7115975",1001905932,1,0.00,6.25,"m"
1001996289,"7115976",1001905935,1,0.00,6.40,"m"
1002711268,"7116014",1002711264,,,,
1002711280,"7116014",1001906169,1,0.30,1.00,"m"
1002785974,"7116040",1001906448,1,0.00,0.31,"m"
1002785975,"7116040",1001906448,2,0.31,0.91,"m"
1002785976,"7116040",1001906448,3,0.91,4.88,"m"
1002711349,"7116052",1002711345,,,,
1002711358,"7116052",1002711354,,,,
1002711368,"7116052",1001906484,1,0.00,0.31,"m"
1002711369,"7116052",1001906484,2,0.31,1.22,"m"
1002711370,"7116052",1001906484,3,1.22,6.10,"m"
1002711943,"7116075",1002711939,,,,
1002711952,"7116075",1002711948,,,,
1002711963,"7116075",1001906738,1,0.00,0.31,"m"
1002711964,"7116075",1001906738,2,0.31,3.35,"m"
1002711965,"7116075",1001906738,3,3.35,5.18,"m"
1002005407,"7116112",1001906891,1,0.00,0.31,"m"
1002005408,"7116112",1001906891,2,0.31,1.50,"m"
1002712419,"7116113",1002712415,,,,
1002712430,"7116113",1001906905,1,0.00,0.31,"m"
1002712431,"7116113",1001906905,2,0.31,1.83,"m"
1002712432,"7116113",1001906905,3,1.83,5.18,"m"
1002712444,"7116115",1002712440,,,,
1002712453,"7116115",1002712449,,,,
1002712462,"7116115",1002712458,,,,
1002712471,"7116115",1002712467,,,,
1002712480,"7116115",1002712476,,,,
1002712489,"7116115",1002712485,,,,
1002712500,"7116115",1001906911,1,0.00,0.30,"m"
1002712501,"7116115",1001906911,2,0.30,3.10,"m"
1002712502,"7116115",1001906911,3,3.10,6.71,"m"
1002712514,"7116116",1002712510,,,,
1002712524,"7116116",1001906914,1,0.00,0.31,"m"
1002712525,"7116116",1001906914,2,0.31,2.13,"m"
1002712526,"7116116",1001906914,3,2.13,5.49,"m"
1002005864,"7116167",1001908307,1,11.73,0.00,"m"
1002005898,"7116168",1001908310,1,12.80,0.00,"m"
1002005929,"7116169",1001908313,1,7.31,0.00,"m"
1002760813,"7116509",1002760809,,,,
1002760822,"7116509",1002760818,,,,
1002760831,"7116509",1002760827,,,,
1002760840,"7116509",1002760836,,,,
1002760849,"7116509",1002760845,,,,
1002760858,"7116509",1002760854,,,,
1002760867,"7116509",1002760863,,,,
1002760876,"7116509",1002760872,,,,
1002760885,"7116509",1002760881,,,,
1002760894,"7116509",1002760890,,,,
1002760905,"7116509",1001910061,1,0.50,1.00,"m"
1002023831,"7116645",1001911699,1,0.00,40.00,"ft"
1002531413,"7116650",1001911714,1,0.00,20.00,"ft"
1002023983,"7116652",1001911720,1,0.00,35.00,"ft"
1002023984,"7116652",1001911720,2,,,"ft"
1002531495,"7116653",1001911723,1,0.00,20.00,"ft"
1002531508,"7116654",1001911726,1,0.00,20.00,"ft"
1002569644,"7116661",1001911747,1,0.00,21.00,"ft"
1002569645,"7116661",1001911747,2,,,"ft"
1002036580,"7116891",1001913036,1,0.00,22.00,"ft"
1002036581,"7116891",1001913036,2,,,"ft"
1002116434,"7116902",1001913171,1,20.00,0.00,"ft"
1002116514,"7116904",1001913177,1,20.00,0.00,"ft"
1002116554,"7116905",1001913180,1,20.00,0.00,"ft"
1002116595,"7116906",1001913183,1,55.00,45.00,"ft"
1002116596,"7116906",1001913183,2,45.00,0.00,"ft"
1002116637,"7116907",1001913186,1,50.00,40.00,"ft"
1002116638,"7116907",1001913186,2,40.00,0.00,"ft"
1002124183,"7116912",1001913201,1,178.00,168.00,"ft"
1002124184,"7116912",1001913201,2,168.00,0.00,"ft"
1002124225,"7116913",1001913204,1,38.00,28.00,"ft"
1002124226,"7116913",1001913204,2,28.00,0.00,"ft"
1002124309,"7116915",1001913260,1,20.00,0.00,"ft"
1002124350,"7116916",1001913263,1,52.50,42.50,"ft"
1002124351,"7116916",1001913263,2,42.50,0.00,"ft"
1002124432,"7116918",1001913269,1,20.00,0.00,"ft"
1002124473,"7116919",1001913272,1,31.00,21.00,"ft"
1002124474,"7116919",1001913272,2,21.00,0.00,"ft"
1002124516,"7116920",1001913275,1,30.00,20.00,"ft"
1002124517,"7116920",1001913275,2,20.00,0.00,"ft"
1002124716,"7116925",1001913305,1,46.00,36.00,"ft"
1002124717,"7116925",1001913305,2,36.00,0.00,"ft"
1002124801,"7116927",1001913311,1,50.00,40.00,"ft"
1002124802,"7116927",1001913311,2,40.00,0.00,"ft"
1002124843,"7116928",1001913314,1,42.00,32.00,"ft"
1002124844,"7116928",1001913314,2,32.00,0.00,"ft"
1002125054,"7116933",1001913329,1,54.00,44.00,"ft"
1002125055,"7116933",1001913329,2,44.00,0.00,"ft"
1002570141,"7116968",1001913729,1,5.00,11.00,"m"
1002570142,"7116968",1001913729,2,0.00,0.50,"m"
1002570197,"7116969",1001913732,1,1.50,4.25,"m"
1002570198,"7116969",1001913732,2,0.50,1.50,"m"
1002570199,"7116969",1001913732,3,0.00,0.50,"m"
1002532521,"7116970",1001913735,1,2.50,30.00,"m"
1002533277,"7116970",1001913735,2,1.50,2.50,"m"
1002533278,"7116970",1001913735,3,1.00,1.50,"m"
1002533279,"7116970",1001913735,4,0.00,1.00,"m"
1002532706,"7116971",1001913738,1,2.50,30.00,"m"
1002533374,"7116971",1001913738,2,1.50,2.50,"m"
1002533375,"7116971",1001913738,3,1.00,1.50,"m"
1002533376,"7116971",1001913738,4,0.00,1.00,"m"
1002532718,"7116972",1001913741,1,2.50,23.50,"m"
1002533452,"7116972",1001913741,2,1.50,2.50,"m"
1002533453,"7116972",1001913741,3,1.00,1.50,"m"
1002533454,"7116972",1001913741,4,,,"m"
1002532726,"7116973",1001913744,1,2.50,30.00,"m"
1002533522,"7116973",1001913744,2,1.50,2.50,"m"
1002533523,"7116973",1001913744,3,1.00,1.50,"m"
1002533524,"7116973",1001913744,4,0.00,1.00,"m"
1002791778,"7117064",1001920458,1,0.00,4.57,"m"
1002791796,"7117065",1001920461,1,0.00,5.94,"m"
1002791956,"7117066",1001920464,1,0.00,6.10,"m"
1002792036,"7117067",1001920467,1,0.00,15.70,"m"
1002792156,"7117068",1001920470,1,0.00,24.40,"m"
1002792305,"7117069",1001920473,1,0.00,6.10,"m"
1002792370,"7117070",1001920476,1,0.00,12.80,"m"
1002792376,"7117071",1001920479,1,0.00,5.79,"m"
1002792460,"7117072",1001920482,1,0.00,8.84,"m"
1002792476,"7117073",1001920485,1,0.00,5.18,"m"
1002792522,"7117074",1001920488,1,0.00,10.60,"m"
1002792596,"7117075",1001920491,1,0.00,5.49,"m"
1002761269,"7117076",1001920494,1,0.00,6.10,"m"
1002792620,"7117077",1002792616,,,,
1002792625,"7117077",1002792621,,,,
1002792630,"7117077",1002792626,,,,
1002792635,"7117077",1002792631,,,,
1002792640,"7117077",1002792636,,,,
1002792645,"7117077",1002792641,,,,
1002792650,"7117077",1002792646,,,,
1002792655,"7117077",1002792651,,,,
1002792660,"7117077",1002792656,,,,
1002792665,"7117077",1002792661,,,,
1002792675,"7117077",1001920497,1,0.00,6.10,"m"
1002792700,"7117080",1001920506,1,0.50,1.50,"m"
1002417660,"7117083",1001920515,1,0.00,8.00,"ft"
1002417661,"7117083",1001920515,2,8.00,20.00,"ft"
1002792781,"7117157",1002792777,,,,
1002792818,"7117157",1001921553,1,0.00,4.70,"m"
1002425499,"7117169",1001934750,1,0.00,17.23,"m"
1002425540,"7117170",1001934753,1,0.00,17.80,"m"
1002425579,"7117171",1001934756,1,0.00,5.60,"m"
1002425594,"7117172",1001934759,1,0.00,6.00,"m"
1002425634,"7117173",1001934762,1,0.00,6.00,"m"
1003214774,"7117201",1001937679,1,0.00,5.95,"m"
1003214778,"7117202",1001937682,1,0.00,4.88,"m"
1003214782,"7117203",1001937685,1,0.00,4.27,"m"
1003214957,"7117204",1001937688,1,0.00,6.10,"m"
1003214985,"7117205",1001937691,1,0.00,29.30,"m"
1003215010,"7117206",1001937694,1,0.00,3.35,"m"
1003215074,"7117207",1001937697,1,0.00,5.18,"m"
1003215096,"7117208",1001937700,1,0.00,6.90,"m"
1003215132,"7117209",1001937703,1,0.00,3.96,"m"
1002437404,"7117282",1001942794,1,0.00,12.80,"m"
1002437463,"7117283",1001942797,1,0.00,30.48,"m"
1002458079,"7117294",1001942830,1,0.00,12.90,"m"
1002458192,"7117296",1001942836,1,0.00,12.90,"m"
1002458349,"7117298",1001942842,1,0.00,13.70,"m"
1002581783,"7117408",1001944987,1,0.00,0.30,"m"
1002581784,"7117408",1001944987,2,0.30,1.50,"m"
1002581785,"7117408",1001944987,3,1.50,4.88,"m"
1002581885,"7117409",1001944990,1,0.00,0.30,"m"
1002581886,"7117409",1001944990,2,0.30,1.50,"m"
1002581887,"7117409",1001944990,3,1.50,4.88,"m"
1002581926,"7117410",1001944993,1,0.00,1.50,"m"
1002581927,"7117410",1001944993,2,1.50,4.88,"m"
1002736007,"7117412",1001944999,1,0.00,0.91,"m"
1002736008,"7117412",1001944999,2,0.91,3.96,"m"
1003222002,"7117412",1003221998,,,,
1003222011,"7117412",1003222007,,,,
1003222020,"7117412",1003222016,,,,
1003222029,"7117412",1003222025,,,,
1003222038,"7117412",1003222034,,,,
1003222047,"7117412",1003222043,,,,
1003222056,"7117412",1003222052,,,,
1003222065,"7117412",1003222061,,,,
1003222074,"7117412",1003222070,,,,
1003222083,"7117412",1003222079,,,,
1002736020,"7117413",1001945002,1,0.00,1.50,"m"
1002736021,"7117413",1001945002,2,1.50,7.62,"m"
1003222096,"7117414",1001945005,1,0.00,1.50,"m"
1003222097,"7117414",1001945005,2,1.50,4.57,"m"
1002736033,"7117422",1002736029,,,,
1002736042,"7117422",1002736038,,,,
1002736051,"7117422",1002736047,,,,
1002736061,"7117422",1001945029,1,0.00,0.30,"m"
1002736062,"7117422",1001945029,2,0.30,4.57,"m"
1002736063,"7117422",1001945029,3,4.57,9.75,"m"
1003222201,"7117424",1001945035,1,0.00,1.83,"m"
1003222202,"7117424",1001945035,2,,,"m"
1003222215,"7117425",1001945038,1,0.00,0.31,"m"
1003222216,"7117425",1001945038,2,0.31,0.61,"m"
1003222217,"7117425",1001945038,3,0.61,3.66,"m"
1003222442,"7117494",1003222438,,,,
1003222451,"7117494",1003222447,,,,
1003222460,"7117494",1003222456,,,,
1003222469,"7117494",1003222465,,,,
1003222478,"7117494",1003222474,,,,
1003222487,"7117494",1003222483,,,,
1003222496,"7117494",1003222492,,,,
1003222505,"7117494",1003222501,,,,
1003222514,"7117494",1003222510,,,,
1002449410,"7117528",1001945346,1,0.00,5.49,"m"
1002449440,"7117529",1001945349,1,0.00,0.91,"m"
1002449441,"7117529",1001945349,2,0.91,4.57,"m"
1002456389,"7117804",1001949800,1,0.00,87.78,"m"
1002456390,"7117804",1001949800,2,87.78,96.95,"m"
1002007336,"7118243",1001958550,1,3.96,0.00,"m"
1002010289,"7118311",1001960046,1,0.00,40.00,"ft"
1002010290,"7118311",1001960046,2,40.00,90.00,"ft"
1002010291,"7118311",1001960046,3,90.00,110.00,"ft"
1002010292,"7118311",1001960046,4,110.00,155.00,"ft"
1002010318,"7118312",1001960049,1,0.00,65.00,"ft"
1002011468,"7118437",1001968066,1,42.00,32.00,"ft"
1002011469,"7118437",1001968066,2,32.00,0.00,"ft"
1002011511,"7118438",1001968069,1,21.50,0.00,"ft"
1002011552,"7118439",1001968072,1,42.00,32.00,"ft"
1002011553,"7118439",1001968072,2,32.00,0.00,"ft"
1002011636,"7118441",1001968088,1,38.00,28.00,"ft"
1002011637,"7118441",1001968088,2,28.00,0.00,"ft"
1002011743,"7118443",1001968094,1,47.00,37.00,"ft"
1002011744,"7118443",1001968094,2,37.00,0.00,"ft"
1002011795,"7118444",1001968097,1,47.00,37.00,"ft"
1002011796,"7118444",1001968097,2,37.00,0.00,"ft"
1002011956,"7118446",1001968103,1,100.00,90.00,"ft"
1002011957,"7118446",1001968103,2,90.00,0.00,"ft"
1002011998,"7118447",1001968106,1,100.00,90.00,"ft"
1002011999,"7118447",1001968106,2,90.00,0.00,"ft"
1002012040,"7118448",1001968109,1,40.00,30.00,"ft"
1002012041,"7118448",1001968109,2,30.00,0.00,"ft"
1002012085,"7118449",1001968112,1,44.00,34.00,"ft"
1002012086,"7118449",1001968112,2,34.00,0.00,"ft"
1002012224,"7118450",1001968115,1,46.00,36.00,"ft"
1002012225,"7118450",1001968115,2,36.00,0.00,"ft"
1002013449,"7118468",1001968245,1,20.00,0.00,"ft"
1002013489,"7118469",1001968248,1,50.00,0.00,"ft"
1002013530,"7118470",1001968251,1,38.00,28.00,"ft"
1002013531,"7118470",1001968251,2,28.00,0.00,"ft"
1002013573,"7118471",1001968254,1,20.00,0.00,"ft"
1002013660,"7118473",1001968260,1,43.50,33.50,"ft"
1002013661,"7118473",1001968260,2,33.50,0.00,"ft"
1002013703,"7118474",1001968263,1,63.00,0.00,"ft"
1002464481,"7118840",1001980391,1,0.00,6.00,"m"
1002464563,"7118841",1001980394,1,1.52,2.44,"m"
1002464643,"7118842",1001980397,1,0.00,5.26,"m"
1002464657,"7118850",1001980465,1,0.00,6.00,"m"
1002466336,"7118909",1001980776,1,0.00,6.03,"m"
1002466420,"7118910",1001980779,1,0.00,6.70,"m"
1002467424,"7118966",1001985130,1,0.00,22.00,"ft"
1002597971,"7119009",1002009852,1,0.00,3.50,"m"
1002478885,"7119227",1002010864,1,0.00,6.40,"m"
1002478939,"7119228",1002010867,1,0.00,11.27,"ft"
1002478953,"7119229",1002010870,1,0.00,10.36,"m"
1002479015,"7119230",1002010873,1,0.00,12.80,"m"
1002479044,"7119231",1002010876,1,0.00,9.75,"m"
1002479045,"7119231",1002010876,2,9.75,24.38,"m"
1002479055,"7119232",1002010879,1,0.00,15.23,"m"
1002479152,"7119234",1002010885,1,0.00,12.80,"m"
1002479188,"7119235",1002010888,1,0.00,6.40,"m"
1002479230,"7119236",1002010891,1,0.00,14.02,"m"
1002479273,"7119237",1002010894,1,0.00,19.50,"m"
1002479307,"7119238",1002010897,1,0.00,21.94,"m"
1002479359,"7119240",1002010903,1,0.00,2.74,"m"
1002479375,"7119241",1002010906,1,0.00,0.91,"m"
1002479421,"7119243",1002010912,1,0.00,7.31,"m"
1002479454,"7119244",1002010915,1,0.00,8.83,"m"
1002479488,"7119245",1002010918,1,0.00,14.02,"m"
1002480329,"7119246",1002010921,1,0.00,14.93,"m"
1002482184,"7119247",1002010924,1,0.00,8.53,"m"
1002482221,"7119248",1002010927,1,0.00,16.45,"m"
1002482263,"7119249",1002010930,1,0.00,13.10,"m"
1002482304,"7119250",1002010949,1,0.00,6.40,"m"
1002482333,"7119251",1002010952,1,0.00,7.92,"m"
1002482463,"7119252",1002010955,1,0.00,9.44,"m"
1002482589,"7119253",1002010958,1,0.00,6.40,"m"
1002482668,"7119255",1002010964,1,0.00,13.10,"m"
1002482704,"7119256",1002011009,1,0.00,6.40,"m"
1002482745,"7119257",1002011012,1,0.00,12.19,"m"
1002484433,"7119332",1002012955,1,0.00,7.62,"m"
1002486501,"7119401",1002014665,1,0.00,6.40,"m"
1002486573,"7119402",1002014668,1,0.00,19.52,"m"
1002486669,"7119403",1002014671,1,0.00,8.30,"m"
1002486814,"7119404",1002014674,1,0.00,6.40,"m"
1002486922,"7119405",1002014677,1,0.00,6.40,"m"
1002743042,"7119443",1002743038,,,,
1002743051,"7119443",1002743047,,,,
1002743060,"7119443",1002743056,,,,
1002743069,"7119443",1002743065,,,,
1002743078,"7119443",1002743074,,,,
1002743087,"7119443",1002743083,,,,
1002743096,"7119443",1002743092,,,,
1002743109,"7119443",1002018796,1,0.00,0.31,"m"
1002743110,"7119443",1002018796,2,0.31,1.20,"m"
1002743111,"7119443",1002018796,3,1.20,12.00,"m"
1002743237,"7119445",1002018802,1,0.00,0.31,"m"
1002743238,"7119445",1002018802,2,0.31,2.44,"m"
1002743239,"7119445",1002018802,3,2.44,5.49,"m"
1002798662,"7119451",1002798658,,,,
1002798671,"7119451",1002798667,,,,
1002798680,"7119451",1002798676,,,,
1002798689,"7119451",1002798685,,,,
1002798715,"7119451",1002018822,1,0.00,1.00,"ft"
1002798716,"7119451",1002018822,2,1.00,9.00,"ft"
1002743332,"7119461",1002743328,,,,
1002743341,"7119461",1002743337,,,,
1002743350,"7119461",1002743346,,,,
1002743360,"7119461",1002018852,1,0.00,0.30,"m"
1002743361,"7119461",1002018852,2,0.30,5.50,"m"
1002743362,"7119461",1002018852,3,5.50,10.00,"m"
1002743500,"7119472",1002743496,,,,
1002743509,"7119472",1002743505,,,,
1002743519,"7119472",1002018885,1,0.00,0.30,"m"
1002743520,"7119472",1002018885,2,0.30,3.96,"m"
1002743521,"7119472",1002018885,3,3.96,7.32,"m"
1003225331,"7119477",1003225327,,,,
1003225340,"7119477",1003225336,,,,
1003225349,"7119477",1003225345,,,,
1003225358,"7119477",1003225354,,,,
1003225367,"7119477",1003225363,,,,
1003225376,"7119477",1003225372,,,,
1003225385,"7119477",1003225381,,,,
1003225394,"7119477",1003225390,,,,
1003225403,"7119477",1003225399,,,,
1003225412,"7119477",1003225408,,,,
1003225421,"7119477",1002018942,1,0.00,8.00,"m"
1003225422,"7119477",1002018942,2,8.00,3.50,"m"
1003225423,"7119477",1002018942,3,3.50,15.50,"m"
1002743534,"7119478",1002743530,,,,
1002743542,"7119478",1002018945,1,0.00,0.91,"m"
1002743543,"7119478",1002018945,2,0.91,4.57,"m"
1002743556,"7119479",1002743552,,,,
1002743565,"7119479",1002743561,,,,
1002743574,"7119479",1002743570,,,,
1002743583,"7119479",1002743579,,,,
1002743592,"7119479",1002743588,,,,
1002743601,"7119479",1002743597,,,,
1002743610,"7119479",1002743606,,,,
1002743619,"7119479",1002743615,,,,
1002743628,"7119479",1002743624,,,,
1002743637,"7119479",1002743633,,,,
1002743646,"7119479",1002018948,1,0.00,0.91,"m"
1002743647,"7119479",1002018948,2,0.91,3.96,"m"
1002488496,"7119506",1002019252,1,0.00,0.30,"m"
1002488497,"7119506",1002019252,2,0.30,2.74,"m"
1002488498,"7119506",1002019252,3,2.74,6.10,"m"
1002488512,"7119507",1002019255,1,0.00,0.31,"m"
1002488513,"7119507",1002019255,2,0.31,2.74,"m"
1002488514,"7119507",1002019255,3,2.74,6.10,"m"
1003225550,"7119705",1003225546,,,,
1003225555,"7119705",1003225551,,,,
1003225560,"7119705",1003225556,,,,
1003225565,"7119705",1003225561,,,,
1003225570,"7119705",1003225566,,,,
1003225575,"7119705",1003225571,,,,
1003225580,"7119705",1003225576,,,,
1003225585,"7119705",1003225581,,,,
1003225590,"7119705",1003225586,,,,
1003225595,"7119705",1003225591,,,,
1003225597,"7119705",1002021179,1,0.00,5.60,"m"
1002497326,"7119768",1002021747,1,0.00,6.10,"m"
1002497327,"7119768",1002021747,2,6.10,12.34,"m"
1002497439,"7119771",1002021756,1,0.00,13.11,"m"
1002497440,"7119771",1002021756,2,13.11,16.31,"m"
1002498607,"7119784",1002021795,1,0.00,7.01,"m"
1002498608,"7119784",1002021795,2,7.01,10.21,"m"
1002499063,"7119796",1002021833,1,0.00,12.19,"m"
1002499064,"7119796",1002021833,2,12.19,15.09,"m"
1002743681,"7119817",1002743677,,,,
1002743690,"7119817",1002743686,,,,
1002743701,"7119817",1002021896,1,0.50,1.50,"m"
1002696090,"7119860",1002696086,,,,
1002696099,"7119860",1002696095,,,,
1002696108,"7119860",1002696104,,,,
1002696117,"7119860",1002696113,,,,
1002696126,"7119860",1002696122,,,,
1002696167,"7119860",1002024627,1,0.00,7.30,"m"
1002696168,"7119860",1002024627,2,7.30,11.00,"m"
1002547552,"7119884",1002024646,1,0.00,8.48,"m"
1002516685,"7119887",1002024655,1,0.00,0.31,"m"
1002516686,"7119887",1002024655,2,0.31,5.98,"m"
1002516687,"7119887",1002024655,3,5.98,8.84,"m"
1002745702,"7120051",1002745698,,,,
1002745711,"7120051",1002745707,,,,
1002745720,"7120051",1002745716,,,,
1002745729,"7120051",1002745725,,,,
1002745738,"7120051",1002745734,,,,
1002745747,"7120051",1002745743,,,,
1002745756,"7120051",1002745752,,,,
1002745765,"7120051",1002745761,,,,
1002745774,"7120051",1002745770,,,,
1002745783,"7120051",1002745779,,,,
1002745790,"7120051",1002026946,1,15.50,14.80,"m"
1002745803,"7120060",1002745799,,,,
1002745812,"7120060",1002745808,,,,
1002745821,"7120060",1002745817,,,,
1002745833,"7120060",1002027777,1,0.00,1.50,"m"
1002745844,"7120061",1002745840,,,,
1002745853,"7120061",1002745849,,,,
1002745862,"7120061",1002745858,,,,
1002745871,"7120061",1002027780,1,0.00,1.10,"m"
1002747385,"7120169",1002747381,,,,
1002747394,"7120169",1002747390,,,,
1002747403,"7120169",1002747399,,,,
1002747412,"7120169",1002747408,,,,
1002747424,"7120169",1002030619,1,0.00,0.60,"m"
1002747890,"7120181",1002747886,,,,
1002747899,"7120181",1002747895,,,,
1002747907,"7120181",1002030655,1,,,"m"
1002748102,"7120183",1002748098,,,,
1002748111,"7120183",1002748107,,,,
1002748120,"7120183",1002748116,,,,
1002748129,"7120183",1002748125,,,,
1002748138,"7120183",1002748134,,,,
1002748147,"7120183",1002748143,,,,
1002748158,"7120183",1002030661,1,0.00,0.80,"m"
1002469354,"7120205",1002030727,1,0.00,22.00,"ft"
1002469355,"7120205",1002030727,2,,,"ft"
1002469395,"7120206",1002030730,1,0.00,22.00,"ft"
1002469396,"7120206",1002030730,2,,,"ft"
1002469609,"7120210",1002030742,1,0.00,22.00,"ft"
1002469610,"7120210",1002030742,2,,,"ft"
1002469651,"7120211",1002030745,1,0.00,22.00,"ft"
1002469652,"7120211",1002030745,2,,,"ft"
1002470100,"7120248",1002030864,1,5.52,0.00,"m"
1002470114,"7120249",1002030867,1,5.52,0.61,"m"
1002470115,"7120249",1002030867,2,0.61,0.00,"m"
1002470126,"7120250",1002030870,1,5.52,0.00,"m"
1002470139,"7120251",1002030873,1,5.52,0.61,"m"
1002470140,"7120251",1002030873,2,0.61,0.00,"m"
1002470152,"7120252",1002030876,1,0.00,4.60,"m"
1002470164,"7120253",1002030879,1,3.07,1.53,"m"
1002470165,"7120253",1002030879,2,1.53,0.00,"m"
1002470176,"7120254",1002030882,1,3.07,0.00,"m"
1002470192,"7120255",1002030885,1,3.68,0.61,"m"
1002470193,"7120255",1002030885,2,0.61,0.00,"m"
1002470204,"7120256",1002030888,1,3.68,0.00,"m"
1002470216,"7120257",1002030891,1,3.68,3.67,"m"
1002470217,"7120257",1002030891,2,0.30,0.00,"m"
1002470228,"7120258",1002030894,1,3.68,0.00,"m"
1002470241,"7120259",1002030897,1,3.68,0.30,"m"
1002470242,"7120259",1002030897,2,0.30,0.00,"m"
1002470254,"7120260",1002030900,1,3.68,0.00,"m"
1002470266,"7120261",1002030903,1,3.68,0.30,"m"
1002470267,"7120261",1002030903,2,0.30,0.00,"m"
1002470279,"7120262",1002030906,1,3.68,,"m"
1002470290,"7120263",1002030909,1,3.68,0.61,"m"
1002470291,"7120263",1002030909,2,0.61,0.00,"m"
1002470304,"7120264",1002030912,1,3.68,0.00,"m"
1002474856,"7120348",1002031172,1,5.52,0.92,"m"
1002474857,"7120348",1002031172,2,0.92,0.00,"m"
1002474868,"7120349",1002031175,1,5.52,0.00,"m"
1002474881,"7120350",1002031178,1,5.52,0.61,"m"
1002474882,"7120350",1002031178,2,0.61,0.00,"m"
1002474893,"7120351",1002031181,1,5.52,0.00,"m"
1002474906,"7120352",1002031184,1,5.52,0.61,"m"
1002474907,"7120352",1002031184,2,0.61,0.00,"m"
1002477631,"7120480",1002032238,1,0.00,25.00,"ft"
1002477752,"7120483",1002032247,1,0.00,20.00,"ft"
1002748920,"7120507",1002748916,,,,
1002748930,"7120507",1002032319,1,0.80,1.00,"m"
1002748931,"7120507",1002032319,2,4.80,6.00,"m"
1002611295,"7120508",1002032322,1,0.00,27.40,"m"
1002748942,"7120509",1002748938,,,,
1002748951,"7120509",1002748947,,,,
1002748960,"7120509",1002748956,,,,
1002748969,"7120509",1002748965,,,,
1002748978,"7120509",1002748974,,,,
1002748987,"7120509",1002748983,,,,
1002748996,"7120509",1002748992,,,,
1002749005,"7120509",1002749001,,,,
1002749015,"7120509",1002032325,1,0.00,1.50,"m"
1002611531,"7120544",1002032382,1,5.00,6.00,"m"
1002611532,"7120544",1002032382,2,3.00,5.00,"m"
1002611533,"7120544",1002032382,3,2.50,3.00,"m"
1002611534,"7120544",1002032382,4,0.00,2.50,"m"
1003226524,"7120701",1002033066,1,0.00,3.70,"m"
1003227176,"7120701",1003227172,,,,
1003227181,"7120701",1003226487,,,,
1003227182,"7120701",1003226491,,,,
1003227183,"7120701",1003226495,,,,
1003227184,"7120701",1003226499,,,,
1003227185,"7120701",1003226503,,,,
1003227186,"7120701",1003226507,,,,
1003227187,"7120701",1003226511,,,,
1003227188,"7120701",1003226515,,,,
1003227189,"7120701",1003226519,,,,
1002751241,"7121083",1002751237,,,,
1002751250,"7121083",1002751246,,,,
1002751259,"7121083",1002751255,,,,
1002751268,"7121083",1002751264,,,,
1002751277,"7121083",1002751273,,,,
1002751286,"7121083",1002751282,,,,
1002751295,"7121083",1002751291,,,,
1002751304,"7121083",1002751300,,,,
1002751313,"7121083",1002751309,,,,
1002751322,"7121083",1002751318,,,,
1002751335,"7121083",1002036074,1,1.30,1.80,"m"
1002751346,"7121084",1002751342,,,,
1002751355,"7121084",1002751351,,,,
1002751365,"7121084",1002036077,1,0.30,1.30,"m"
1002752513,"7121225",1002752509,,,,
1002752522,"7121225",1002752518,,,,
1002752531,"7121225",1002752527,,,,
1002752540,"7121225",1002752536,,,,
1002752551,"7121225",1002037312,1,0.00,0.31,"m"
1002752552,"7121225",1002037312,2,0.31,2.74,"m"
1002752553,"7121225",1002037312,3,2.74,5.49,"m"
1002752667,"7121231",1002752663,,,,
1002752676,"7121231",1002752672,,,,
1002752685,"7121231",1002752681,,,,
1002752694,"7121231",1002752690,,,,
1002752704,"7121231",1002037330,1,0.00,0.30,"m"
1002752705,"7121231",1002037330,2,0.30,1.83,"m"
1002752706,"7121231",1002037330,3,1.87,3.96,"m"
1002505589,"7121236",1002037345,1,0.00,0.30,"m"
1002505590,"7121236",1002037345,2,0.30,2.74,"m"
1002505591,"7121236",1002037345,3,2.74,6.10,"m"
1002505605,"7121237",1002037348,1,0.00,0.30,"m"
1002505606,"7121237",1002037348,2,0.30,1.22,"m"
1002505607,"7121237",1002037348,3,1.22,4.57,"m"
1002505622,"7121238",1002037351,1,0.00,0.30,"m"
1002505623,"7121238",1002037351,2,0.30,1.22,"m"
1002505624,"7121238",1002037351,3,1.22,4.57,"m"
1002512180,"7121382",1002037929,1,6.66,0.00,"m"
1002621856,"7121400",1002037983,1,0.00,24.00,"ft"
1002518564,"7121448",1002038244,1,53.94,29.25,"m"
1002519159,"7121452",1002038256,1,13.10,0.00,"m"
1002519296,"7121453",1002038259,1,6.40,0.00,"m"
1002519735,"7121459",1002038782,1,0.00,7.31,"m"
1002521224,"7121462",1002038791,1,0.00,13.10,"m"
1002521258,"7121463",1002038794,1,8.83,0.00,"m"
1002521290,"7121464",1002038797,1,8.83,0.00,"m"
1002521323,"7121465",1002038800,1,6.40,0.00,"m"
1002521462,"7121466",1002038803,1,6.40,0.00,"m"
1002521608,"7121467",1002038806,1,15.23,0.00,"m"
1002521648,"7121468",1002038809,1,6.40,0.00,"m"
1002521789,"7121469",1002038812,1,11.58,0.00,"m"
1002754473,"7121702",1002754469,,,,
1002754482,"7121702",1002754478,,,,
1002754491,"7121702",1002754487,,,,
1002754500,"7121702",1002754496,,,,
1002754509,"7121702",1002754505,,,,
1002754523,"7121702",1002124089,1,0.00,30.40,"m"
