"FORMATION_ID","BORE_HOLE_ID","WELL_ID","LAYER","COLOR","MAT1","MAT2","MAT3","FORMATION_TOP_DEPTH","FORMATION_END_DEPTH","FORMATION_END_DEPTH_UOM"
930988494,10022202,"1500157",1,,"05",,,0.00,60.00,"ft"
930988495,10022202,"1500157",2,"2","15",,,60.00,210.00,"ft"
930988496,10022203,"1500158",1,,"05",,,0.00,101.00,"ft"
930988497,10022203,"1500158",2,"2","15",,,101.00,120.00,"ft"
930988498,10022204,"1500159",1,"6","05",,,0.00,13.00,"ft"
930988499,10022204,"1500159",2,"3","05",,,13.00,285.00,"ft"
930988500,10022204,"1500159",3,,"07",,,285.00,325.00,"ft"
930988501,10022204,"1500159",4,,"14",,,325.00,350.00,"ft"
930988502,10022205,"1500160",1,"3","05",,,0.00,250.00,"ft"
930988503,10022205,"1500160",2,"3","05","11","09",250.00,310.00,"ft"
930988504,10022206,"1500161",1,,"05",,,0.00,100.00,"ft"
930988505,10022206,"1500161",2,,"17",,,100.00,203.00,"ft"
930988506,10022207,"1500162",1,,"09",,,0.00,6.00,"ft"
930988507,10022207,"1500162",2,"7","21",,,6.00,85.00,"ft"
930988508,10022208,"1500163",1,,"05","13",,0.00,6.00,"ft"
930988509,10022208,"1500163",2,,"21",,,6.00,83.00,"ft"
930988510,10022209,"1500164",1,"6","05",,,0.00,18.00,"ft"
930988511,10022209,"1500164",2,"2","15",,,18.00,105.00,"ft"
930988512,10022209,"1500164",3,"1","15",,,105.00,375.00,"ft"
930988513,10022210,"1500165",1,"6","05",,,0.00,15.00,"ft"
930988514,10022210,"1500165",2,"3","05",,,15.00,35.00,"ft"
930988515,10022210,"1500165",3,,"09",,,35.00,38.00,"ft"
930988516,10022210,"1500165",4,"1","15",,,38.00,102.00,"ft"
930988517,10022211,"1500166",1,,"02",,,0.00,2.00,"ft"
930988518,10022211,"1500166",2,"2","05",,,2.00,14.00,"ft"
930988519,10022211,"1500166",3,,"15",,,14.00,64.00,"ft"
930988520,10022212,"1500167",1,,"09",,,0.00,7.00,"ft"
930988521,10022212,"1500167",2,"1","15",,,7.00,130.00,"ft"
930988522,10022213,"1500168",1,,"02","12",,0.00,11.00,"ft"
930988523,10022213,"1500168",2,"1","15",,,11.00,109.00,"ft"
930988524,10022214,"1500169",1,,"05",,,0.00,102.00,"ft"
930988525,10022214,"1500169",2,,"06",,,102.00,120.00,"ft"
930988526,10022214,"1500169",3,"2","15",,,120.00,170.00,"ft"
930988527,10022215,"1500170",1,,"05",,,0.00,142.00,"ft"
930988528,10022215,"1500170",2,,"15",,,142.00,195.00,"ft"
930988529,10022216,"1500171",1,,"17",,,0.00,20.00,"ft"
930988530,10022216,"1500171",2,"2","15",,,20.00,175.00,"ft"
930988531,10022217,"1500172",1,,"02",,,0.00,1.00,"ft"
930988532,10022217,"1500172",2,,"05",,,1.00,98.00,"ft"
930988533,10022217,"1500172",3,,"15",,,98.00,176.00,"ft"
930988534,10022218,"1500173",1,,"11","13",,0.00,3.00,"ft"
930988535,10022218,"1500173",2,,"05","13",,3.00,56.00,"ft"
930988536,10022218,"1500173",3,"1","15",,,56.00,70.00,"ft"
930988537,10022219,"1500174",1,,"02",,,0.00,1.00,"ft"
930988538,10022219,"1500174",2,,"05",,,1.00,11.00,"ft"
930988539,10022219,"1500174",3,,"21",,,11.00,180.00,"ft"
930988540,10022220,"1500175",1,,"02",,,0.00,5.00,"ft"
930988541,10022220,"1500175",2,"2","05",,,5.00,12.00,"ft"
930988542,10022220,"1500175",3,"2","21",,,12.00,90.00,"ft"
930988543,10022221,"1500176",1,"6","05",,,0.00,28.00,"ft"
930988544,10022221,"1500176",2,"1","15",,,28.00,120.00,"ft"
930988545,10022222,"1500177",1,"6","05",,,0.00,15.00,"ft"
930988546,10022222,"1500177",2,"3","05",,,15.00,30.00,"ft"
930988547,10022222,"1500177",3,,"14",,,30.00,40.00,"ft"
930988548,10022222,"1500177",4,"1","15",,,40.00,98.00,"ft"
930988549,10022223,"1500178",1,"2","15",,,0.00,17.00,"ft"
930988550,10022223,"1500178",2,"1","15",,,17.00,118.00,"ft"
930988551,10022224,"1500179",1,,"17",,,0.00,4.00,"ft"
930988552,10022224,"1500179",2,"2","15",,,4.00,229.00,"ft"
930988553,10022225,"1500180",1,"6","05",,,0.00,23.00,"ft"
930988554,10022225,"1500180",2,"2","15",,,23.00,93.00,"ft"
930988555,10022226,"1500181",1,,"02",,,0.00,10.00,"ft"
930988556,10022226,"1500181",2,"3","05",,,10.00,35.00,"ft"
930988557,10022226,"1500181",3,,"11","05",,35.00,40.00,"ft"
930988558,10022226,"1500181",4,,"11",,,40.00,54.00,"ft"
930988559,10022227,"1500182",1,,"09","12",,0.00,4.00,"ft"
930988560,10022227,"1500182",2,"2","21",,,4.00,52.00,"ft"
930988561,10022227,"1500182",3,"3","21",,,52.00,193.00,"ft"
930988562,10022228,"1500183",1,"6","05",,,0.00,20.00,"ft"
930988563,10022228,"1500183",2,"7","21",,,20.00,41.00,"ft"
930988564,10022229,"1500184",1,"3","05",,,0.00,40.00,"ft"
930988565,10022229,"1500184",2,"1","15",,,40.00,162.00,"ft"
930988566,10022230,"1500185",1,,"02",,,0.00,4.00,"ft"
930988567,10022230,"1500185",2,"3","05",,,4.00,17.00,"ft"
930988568,10022230,"1500185",3,,"09",,,17.00,20.00,"ft"
930988569,10022230,"1500185",4,"2","15",,,20.00,67.00,"ft"
930988570,10022231,"1500186",1,"3","05",,,0.00,20.00,"ft"
930988571,10022231,"1500186",2,"1","15",,,20.00,90.00,"ft"
930988572,10022232,"1500187",1,,"05",,,0.00,42.00,"ft"
930988573,10022232,"1500187",2,,"15",,,42.00,100.00,"ft"
930988574,10022233,"1500188",1,"3","05",,,0.00,17.00,"ft"
930988575,10022233,"1500188",2,"1","15",,,17.00,55.00,"ft"
930988576,10022234,"1500189",1,,"09","13",,0.00,8.00,"ft"
930988577,10022234,"1500189",2,,"15",,,8.00,48.00,"ft"
930988578,10022235,"1500190",1,,"02",,,0.00,12.00,"ft"
930988579,10022235,"1500190",2,"7","21",,,12.00,70.00,"ft"
930988580,10022236,"1500191",1,,"05","02",,0.00,8.00,"ft"
930988581,10022236,"1500191",2,"7","21",,,8.00,76.00,"ft"
930988582,10022237,"1500192",1,,"24",,,0.00,10.00,"ft"
930988583,10022237,"1500192",2,"2","21",,,10.00,245.00,"ft"
930988584,10022238,"1500193",1,,"12","02",,0.00,3.00,"ft"
930988585,10022238,"1500193",2,"8","21",,,3.00,70.00,"ft"
930988586,10022238,"1500193",3,"7","21",,,70.00,72.00,"ft"
930988587,10022238,"1500193",4,"8","21",,,72.00,112.00,"ft"
930988588,10022239,"1500194",1,"6","05",,,0.00,6.00,"ft"
930988589,10022239,"1500194",2,"6","05","09","12",6.00,10.00,"ft"
930988590,10022239,"1500194",3,,"15",,,10.00,148.00,"ft"
930988591,10022239,"1500194",4,"0","00","00","00",148.00,156.00,"ft"
930988592,10022240,"1500195",1,,"05","09","12",0.00,10.00,"ft"
930988593,10022240,"1500195",2,,"15",,,10.00,158.00,"ft"
930988594,10022241,"1500196",1,,"09","12",,0.00,6.00,"ft"
930988595,10022241,"1500196",2,"2","15",,,6.00,59.00,"ft"
930988596,10022242,"1500197",1,,"05","09","12",0.00,11.00,"ft"
930988597,10022242,"1500197",2,,"15",,,11.00,123.00,"ft"
930988598,10022243,"1500198",1,,"05",,,0.00,32.00,"ft"
930988599,10022243,"1500198",2,"2","21",,,32.00,60.00,"ft"
930988600,10022244,"1500199",1,"6","05",,,0.00,14.00,"ft"
930988601,10022244,"1500199",2,"3","05",,,14.00,32.00,"ft"
930988602,10022244,"1500199",3,"2","15",,,32.00,40.00,"ft"
930988603,10022245,"1500200",1,,"05",,,0.00,20.00,"ft"
930988604,10022245,"1500200",2,"3","05",,,20.00,60.00,"ft"
930988605,10022245,"1500200",3,,"09","11",,60.00,70.00,"ft"
930988606,10022245,"1500200",4,,"15",,,70.00,112.00,"ft"
930988607,10022246,"1500201",1,,"05",,,0.00,18.00,"ft"
930988608,10022246,"1500201",2,"3","05",,,18.00,40.00,"ft"
930988609,10022246,"1500201",3,,"09",,,40.00,50.00,"ft"
930988610,10022246,"1500201",4,,"09","11",,50.00,56.00,"ft"
930988611,10022246,"1500201",5,,"15",,,56.00,116.00,"ft"
930988612,10022247,"1500202",1,,"05",,,0.00,40.00,"ft"
930988613,10022247,"1500202",2,,"15",,,40.00,82.00,"ft"
930988614,10022248,"1500203",1,,"05",,,0.00,10.00,"ft"
930988615,10022248,"1500203",2,,"09",,,10.00,18.00,"ft"
930988616,10022248,"1500203",3,"8","21",,,18.00,74.00,"ft"
930988617,10022249,"1500204",1,"3","05",,,0.00,58.00,"ft"
930988618,10022249,"1500204",2,"2","15",,,58.00,95.00,"ft"
930988619,10022250,"1500205",1,,"05","14",,0.00,57.00,"ft"
930988620,10022250,"1500205",2,"2","21",,,57.00,75.00,"ft"
930988621,10022251,"1500206",1,,"05","14",,0.00,20.00,"ft"
930988622,10022251,"1500206",2,"6","15",,,20.00,61.00,"ft"
930988623,10022252,"1500207",1,"3","05",,,0.00,55.00,"ft"
930988624,10022252,"1500207",2,,"11","13",,55.00,60.00,"ft"
930988625,10022252,"1500207",3,"8","26",,,60.00,100.00,"ft"
930988626,10022253,"1500208",1,"6","05",,,0.00,23.00,"ft"
930988627,10022253,"1500208",2,"3","05",,,23.00,45.00,"ft"
930988628,10022253,"1500208",3,,"09","11",,45.00,48.00,"ft"
930988629,10022253,"1500208",4,"2","15",,,48.00,75.00,"ft"
930988630,10022254,"1500209",1,"6","05",,,0.00,28.00,"ft"
930988631,10022254,"1500209",2,"3","05",,,28.00,57.00,"ft"
930988632,10022254,"1500209",3,,"09",,,57.00,60.00,"ft"
930988633,10022254,"1500209",4,"7","21",,,60.00,88.00,"ft"
930988634,10022255,"1500210",1,"6","05",,,0.00,14.00,"ft"
930988635,10022255,"1500210",2,,"14",,,14.00,18.00,"ft"
930988636,10022255,"1500210",3,"2","21",,,18.00,76.00,"ft"
930988637,10022256,"1500211",1,,"05",,,0.00,15.00,"ft"
930988638,10022256,"1500211",2,,"09",,,15.00,20.00,"ft"
930988639,10022256,"1500211",3,"2","15",,,20.00,55.00,"ft"
930988640,10022257,"1500212",1,"6","05",,,0.00,18.00,"ft"
930988641,10022257,"1500212",2,"3","05",,,18.00,37.00,"ft"
930988642,10022257,"1500212",3,"2","15",,,37.00,60.00,"ft"
930988643,10022258,"1500213",1,"6","05",,,0.00,17.00,"ft"
930988644,10022258,"1500213",2,"2","15",,,17.00,65.00,"ft"
930988645,10022259,"1500214",1,"6","05",,,0.00,24.00,"ft"
930988646,10022259,"1500214",2,"3","05",,,24.00,56.00,"ft"
930988647,10022259,"1500214",3,"2","15",,,56.00,72.00,"ft"
930988648,10022260,"1500215",1,"6","05",,,0.00,15.00,"ft"
930988649,10022260,"1500215",2,"3","05",,,15.00,51.00,"ft"
930988650,10022260,"1500215",3,,"09",,,51.00,65.00,"ft"
930988651,10022260,"1500215",4,"2","15",,,65.00,98.00,"ft"
930988652,10022261,"1500216",1,"6","05",,,0.00,16.00,"ft"
930988653,10022261,"1500216",2,"3","05",,,16.00,52.00,"ft"
930988654,10022261,"1500216",3,"2","15",,,52.00,83.00,"ft"
930988655,10022262,"1500217",1,"3","05",,,0.00,15.00,"ft"
930988656,10022262,"1500217",2,"2","15",,,15.00,180.00,"ft"
930988657,10022263,"1500218",1,,"05",,,0.00,28.00,"ft"
930988658,10022263,"1500218",2,,"15",,,28.00,85.00,"ft"
930988659,10022263,"1500218",3,,"21",,,85.00,125.00,"ft"
930988660,10022264,"1500219",1,,"05",,,0.00,50.00,"ft"
930988661,10022264,"1500219",2,,"05","09","12",50.00,64.00,"ft"
930988662,10022264,"1500219",3,,"26","21",,64.00,94.00,"ft"
930988663,10022265,"1500220",1,,"02",,,0.00,4.00,"ft"
930988664,10022265,"1500220",2,"7","15",,,4.00,35.00,"ft"
930988665,10022265,"1500220",3,"2","15",,,35.00,113.00,"ft"
930988666,10022266,"1500221",1,,"09","12",,0.00,14.00,"ft"
930988667,10022266,"1500221",2,,"21",,,14.00,72.00,"ft"
930988668,10022267,"1500222",1,,"05","14",,0.00,48.00,"ft"
930988669,10022267,"1500222",2,"2","21",,,48.00,70.00,"ft"
930988670,10022268,"1500223",1,,"05",,,0.00,34.00,"ft"
930988671,10022268,"1500223",2,,"14",,,34.00,36.00,"ft"
930988672,10022268,"1500223",3,,"15",,,36.00,64.00,"ft"
930988673,10022269,"1500224",1,"2","05",,,0.00,24.00,"ft"
930988674,10022269,"1500224",2,"3","05",,,24.00,40.00,"ft"
930988675,10022269,"1500224",3,,"09","11",,40.00,54.00,"ft"
930988676,10022269,"1500224",4,,"15",,,54.00,77.00,"ft"
930988677,10022270,"1500225",1,"6","05",,,0.00,25.00,"ft"
930988678,10022270,"1500225",2,"3","05",,,25.00,45.00,"ft"
930988679,10022270,"1500225",3,,"09","11",,45.00,54.00,"ft"
930988680,10022270,"1500225",4,"2","26",,,54.00,73.00,"ft"
930988681,10022270,"1500225",5,"7","21",,,73.00,75.00,"ft"
930988682,10022271,"1500226",1,"6","05",,,0.00,19.00,"ft"
930988683,10022271,"1500226",2,"3","05",,,19.00,35.00,"ft"
930988684,10022271,"1500226",3,,"09",,,35.00,38.00,"ft"
930988685,10022271,"1500226",4,"2","21",,,38.00,85.00,"ft"
930988686,10022272,"1500227",1,"6","05",,,0.00,23.00,"ft"
930988687,10022272,"1500227",2,"3","05",,,23.00,32.00,"ft"
930988688,10022272,"1500227",3,,"05",,,32.00,40.00,"ft"
930988689,10022272,"1500227",4,,"09",,,40.00,57.00,"ft"
930988690,10022272,"1500227",5,"2","15",,,57.00,78.00,"ft"
930988691,10022273,"1500228",1,"6","05",,,0.00,25.00,"ft"
930988692,10022273,"1500228",2,"3","05",,,25.00,33.00,"ft"
930988693,10022273,"1500228",3,,"12","05",,33.00,40.00,"ft"
930988694,10022273,"1500228",4,,"09",,,40.00,60.00,"ft"
930988695,10022273,"1500228",5,"2","15",,,60.00,77.00,"ft"
930988696,10022274,"1500229",1,"6","05",,,0.00,20.00,"ft"
930988697,10022274,"1500229",2,"3","05",,,20.00,36.00,"ft"
930988698,10022274,"1500229",3,,"09","11",,36.00,42.00,"ft"
930988699,10022274,"1500229",4,,"14",,,42.00,58.00,"ft"
930988700,10022274,"1500229",5,"2","15",,,58.00,95.00,"ft"
930988701,10022275,"1500230",1,"3","05",,,0.00,55.00,"ft"
930988702,10022275,"1500230",2,,"10",,,55.00,60.00,"ft"
930988703,10022275,"1500230",3,"7","21",,,60.00,110.00,"ft"
930988704,10022276,"1500231",1,"3","05",,,0.00,55.00,"ft"
930988705,10022276,"1500231",2,,"10",,,55.00,60.00,"ft"
930988706,10022276,"1500231",3,"7","21",,,60.00,100.00,"ft"
930988707,10022277,"1500232",1,"6","05",,,0.00,20.00,"ft"
930988708,10022277,"1500232",2,"4","19",,,20.00,96.00,"ft"
930988709,10022277,"1500232",3,"2","15",,,96.00,153.00,"ft"
930988710,10022278,"1500233",1,,"05",,,0.00,38.00,"ft"
930988711,10022278,"1500233",2,,"15",,,38.00,48.00,"ft"
930988712,10022279,"1500234",1,"3","05",,,0.00,33.00,"ft"
930988713,10022279,"1500234",2,,"09","12",,33.00,50.00,"ft"
930988714,10022279,"1500234",3,"0","00","00","00",50.00,110.00,"ft"
930988715,10022280,"1500235",1,,"05",,,0.00,40.00,"ft"
930988716,10022280,"1500235",2,,"14",,,40.00,49.00,"ft"
930988717,10022280,"1500235",3,,"15",,,49.00,90.00,"ft"
930988718,10022281,"1500236",1,"3","05",,,0.00,40.00,"ft"
930988719,10022281,"1500236",2,,"11","10",,40.00,58.00,"ft"
930988720,10022281,"1500236",3,"2","21",,,58.00,101.00,"ft"
930988721,10022282,"1500237",1,,"05",,,0.00,50.00,"ft"
930988722,10022282,"1500237",2,,"13",,,50.00,54.00,"ft"
930988723,10022282,"1500237",3,,"15",,,54.00,100.00,"ft"
930988724,10022283,"1500238",1,,"05",,,0.00,45.00,"ft"
930988725,10022283,"1500238",2,,"05","09",,45.00,51.00,"ft"
930988726,10022283,"1500238",3,,"11",,,51.00,52.00,"ft"
930988727,10022283,"1500238",4,,"15",,,52.00,60.00,"ft"
930988728,10022284,"1500239",1,,"05",,,0.00,60.00,"ft"
930988729,10022284,"1500239",2,,"14",,,60.00,75.00,"ft"
930988730,10022284,"1500239",3,,"15",,,75.00,90.00,"ft"
930988731,10022285,"1500240",1,,"05",,,0.00,10.00,"ft"
930988732,10022285,"1500240",2,,"13","05",,10.00,15.00,"ft"
930988733,10022285,"1500240",3,,"15",,,15.00,90.00,"ft"
930988734,10022285,"1500240",4,"2","21",,,90.00,100.00,"ft"
930988735,10022286,"1500241",1,,"05",,,0.00,50.00,"ft"
930988736,10022286,"1500241",2,,"05","13",,50.00,57.00,"ft"
930988737,10022286,"1500241",3,,"21",,,57.00,120.00,"ft"
930988738,10022287,"1500242",1,"3","05",,,0.00,46.00,"ft"
930988739,10022287,"1500242",2,"7","21",,,46.00,104.00,"ft"
930988740,10022288,"1500243",1,"3","05",,,0.00,48.00,"ft"
930988741,10022288,"1500243",2,,"08",,,48.00,50.00,"ft"
930988742,10022288,"1500243",3,,"21",,,50.00,104.00,"ft"
930988743,10022289,"1500244",1,,"05",,,0.00,35.00,"ft"
930988744,10022289,"1500244",2,,"15","21",,35.00,136.00,"ft"
930988745,10022290,"1500245",1,,"05",,,0.00,12.00,"ft"
930988746,10022290,"1500245",2,,"14",,,12.00,28.00,"ft"
930988747,10022290,"1500245",3,,"17",,,28.00,30.00,"ft"
930988748,10022290,"1500245",4,"2","15",,,30.00,69.00,"ft"
930988749,10022291,"1500246",1,,"02",,,0.00,1.00,"ft"
930988750,10022291,"1500246",2,"2","15",,,1.00,58.00,"ft"
930988751,10022292,"1500247",1,"6","05",,,0.00,12.00,"ft"
930988752,10022292,"1500247",2,,"13","14",,12.00,17.00,"ft"
930988753,10022292,"1500247",3,"7","19",,,17.00,50.00,"ft"
930988754,10022292,"1500247",4,"4","19",,,50.00,78.00,"ft"
930988755,10022293,"1500248",1,,"05",,,0.00,2.00,"ft"
930988756,10022293,"1500248",2,,"17",,,2.00,7.00,"ft"
930988757,10022293,"1500248",3,,"15",,,7.00,68.00,"ft"
930988758,10022293,"1500248",4,"6","21",,,68.00,85.00,"ft"
930988759,10022294,"1500249",1,,"05",,,0.00,3.00,"ft"
930988760,10022294,"1500249",2,,"17",,,3.00,9.00,"ft"
930988761,10022294,"1500249",3,,"15",,,9.00,38.00,"ft"
930988762,10022294,"1500249",4,"6","21",,,38.00,102.00,"ft"
930988763,10022295,"1500250",1,,"12","05",,0.00,4.00,"ft"
930988764,10022295,"1500250",2,,"17",,,4.00,8.00,"ft"
930988765,10022295,"1500250",3,,"15",,,8.00,56.00,"ft"
930988766,10022295,"1500250",4,"6","21",,,56.00,100.00,"ft"
930988767,10022296,"1500251",1,,"05","12",,0.00,4.00,"ft"
930988768,10022296,"1500251",2,,"17",,,4.00,7.00,"ft"
930988769,10022296,"1500251",3,,"15",,,7.00,73.00,"ft"
930988770,10022296,"1500251",4,"6","21",,,73.00,100.00,"ft"
930988771,10022297,"1500252",1,,"02","12",,0.00,8.00,"ft"
930988772,10022297,"1500252",2,,"17",,,8.00,15.00,"ft"
930988773,10022297,"1500252",3,"2","15",,,15.00,50.00,"ft"
930988774,10022298,"1500253",1,"6","05",,,0.00,15.00,"ft"
930988775,10022298,"1500253",2,,"13","14",,15.00,19.00,"ft"
930988776,10022298,"1500253",3,"7","19",,,19.00,65.00,"ft"
930988777,10022298,"1500253",4,"4","19",,,65.00,118.00,"ft"
930988778,10022299,"1500254",1,"6","05",,,0.00,12.00,"ft"
930988779,10022299,"1500254",2,,"12","14",,12.00,16.00,"ft"
930988780,10022299,"1500254",3,"7","19",,,16.00,44.00,"ft"
930988781,10022299,"1500254",4,"4","19",,,44.00,90.00,"ft"
930988782,10022300,"1500255",1,,"05","02","12",0.00,3.00,"ft"
930988783,10022300,"1500255",2,,"19",,,3.00,6.00,"ft"
930988784,10022300,"1500255",3,,"15",,,6.00,113.00,"ft"
930988785,10022300,"1500255",4,,"21",,,113.00,128.00,"ft"
930988786,10022301,"1500256",1,,"09",,,0.00,15.00,"ft"
930988787,10022301,"1500256",2,,"15",,,15.00,32.00,"ft"
930988788,10022302,"1500257",1,,"09","13","11",0.00,19.00,"ft"
930988789,10022302,"1500257",2,,"15",,,19.00,36.00,"ft"
930988790,10022303,"1500258",1,"6","05",,,0.00,15.00,"ft"
930988791,10022303,"1500258",2,,"17",,,15.00,24.00,"ft"
930988792,10022303,"1500258",3,"4","19",,,24.00,51.00,"ft"
930988793,10022304,"1500259",1,"6","05",,,0.00,8.00,"ft"
930988794,10022304,"1500259",2,,"17",,,8.00,15.00,"ft"
930988795,10022304,"1500259",3,"4","19",,,15.00,60.00,"ft"
930988796,10022305,"1500260",1,,"02","12",,0.00,2.00,"ft"
930988797,10022305,"1500260",2,"4","19",,,2.00,73.00,"ft"
930988798,10022306,"1500261",1,,"05","13",,0.00,26.00,"ft"
930988799,10022306,"1500261",2,,"15",,,26.00,65.00,"ft"
930988800,10022307,"1500262",1,,"15",,,0.00,120.00,"ft"
930988801,10022308,"1500263",1,"2","15",,,0.00,117.00,"ft"
930988802,10022309,"1500264",1,,"17",,,0.00,10.00,"ft"
930988803,10022309,"1500264",2,"2","15",,,10.00,76.00,"ft"
930988804,10022310,"1500265",1,,"09","11","13",0.00,13.00,"ft"
930988805,10022310,"1500265",2,,"17","15",,13.00,100.00,"ft"
930988806,10022311,"1500266",1,,"02","12",,0.00,5.00,"ft"
930988807,10022311,"1500266",2,"1","15",,,5.00,70.00,"ft"
930988808,10022312,"1500267",1,,"09",,,0.00,109.00,"ft"
930988809,10022312,"1500267",2,,"15",,,109.00,150.00,"ft"
930988810,10022313,"1500268",1,,"11","05","12",0.00,10.00,"ft"
930988811,10022313,"1500268",2,,"15",,,10.00,123.00,"ft"
930988812,10022314,"1500269",1,,"02",,,0.00,8.00,"ft"
930988813,10022314,"1500269",2,,"14","12",,8.00,18.00,"ft"
930988814,10022314,"1500269",3,"2","15",,,18.00,70.00,"ft"
930988815,10022315,"1500270",1,,"02","05",,0.00,11.00,"ft"
930988816,10022315,"1500270",2,,"15",,,11.00,103.00,"ft"
930988817,10022316,"1500271",1,"5","02","12",,0.00,10.00,"ft"
930988818,10022316,"1500271",2,,"15","17",,10.00,84.00,"ft"
930988819,10022317,"1500272",1,"6","05",,,0.00,10.00,"ft"
930988820,10022317,"1500272",2,"4","19",,,10.00,45.00,"ft"
930988821,10022317,"1500272",3,"7","19",,,45.00,60.00,"ft"
930988822,10022318,"1500273",1,,"02",,,0.00,2.00,"ft"
930988823,10022318,"1500273",2,"2","15",,,2.00,78.00,"ft"
930988824,10022319,"1500274",1,,"05","09","12",0.00,25.00,"ft"
930988825,10022319,"1500274",2,"2","15",,,25.00,145.00,"ft"
930988826,10022320,"1500275",1,"3","05",,,0.00,7.00,"ft"
930988827,10022320,"1500275",2,"2","15",,,7.00,96.00,"ft"
930988828,10022321,"1500276",1,,"13","11",,0.00,30.00,"ft"
930988829,10022321,"1500276",2,,"15",,,30.00,55.00,"ft"
930988830,10022322,"1500277",1,,"02",,,0.00,4.00,"ft"
930988831,10022322,"1500277",2,,"05",,,4.00,9.00,"ft"
930988832,10022322,"1500277",3,"2","15",,,9.00,70.00,"ft"
930988833,10022323,"1500278",1,"3","05",,,0.00,30.00,"ft"
930988834,10022323,"1500278",2,,"09","11",,30.00,72.00,"ft"
930988835,10022323,"1500278",3,"2","15",,,72.00,110.00,"ft"
930988836,10022324,"1500279",1,,"05",,,0.00,17.00,"ft"
930988837,10022324,"1500279",2,,"21",,,17.00,30.00,"ft"
930988838,10022325,"1500280",1,,"11","12",,0.00,25.00,"ft"
930988839,10022325,"1500280",2,"2","15",,,25.00,64.00,"ft"
930988840,10022326,"1500281",1,,"09","12",,0.00,5.00,"ft"
930988841,10022326,"1500281",2,"7","21",,,5.00,47.00,"ft"
930988842,10022326,"1500281",3,"4","21",,,47.00,218.00,"ft"
930988843,10022327,"1500282",1,"6","05",,,0.00,18.00,"ft"
930988844,10022327,"1500282",2,"3","05",,,18.00,48.00,"ft"
930988845,10022327,"1500282",3,"4","19",,,48.00,90.00,"ft"
930988846,10022328,"1500283",1,,"05",,,0.00,66.00,"ft"
930988847,10022328,"1500283",2,,"15",,,66.00,104.00,"ft"
930988848,10022329,"1500284",1,,"05",,,0.00,74.00,"ft"
930988849,10022329,"1500284",2,,"17",,,74.00,135.00,"ft"
930988850,10022330,"1500285",1,"6","05",,,0.00,18.00,"ft"
930988851,10022330,"1500285",2,"3","05",,,18.00,63.00,"ft"
930988852,10022330,"1500285",3,"2","15",,,63.00,88.00,"ft"
930988853,10022331,"1500286",1,,"05",,,0.00,5.00,"ft"
930988854,10022331,"1500286",2,,"09",,,5.00,40.00,"ft"
930988855,10022331,"1500286",3,,"13",,,40.00,56.00,"ft"
930988856,10022331,"1500286",4,"2","15",,,56.00,63.00,"ft"
930988857,10022332,"1500287",1,,"05",,,0.00,30.00,"ft"
930988858,10022332,"1500287",2,,"09","11","13",30.00,57.00,"ft"
930988859,10022332,"1500287",3,,"15",,,57.00,152.00,"ft"
930988860,10022333,"1500288",1,,"05",,,0.00,40.00,"ft"
930988861,10022333,"1500288",2,,"11","13",,40.00,80.00,"ft"
930988862,10022333,"1500288",3,,"15",,,80.00,90.00,"ft"
930988863,10022333,"1500288",4,,"18",,,90.00,115.00,"ft"
930988864,10022334,"1500289",1,,"05",,,0.00,70.00,"ft"
930988865,10022334,"1500289",2,,"13",,,70.00,85.00,"ft"
930988866,10022334,"1500289",3,,"11",,,85.00,92.00,"ft"
930988867,10022335,"1500290",1,,"05",,,0.00,77.00,"ft"
