"FORMATION_ID","BORE_HOLE_ID","WELL_ID","LAYER","COLOR","MAT1","MAT2","MAT3","FORMATION_TOP_DEPTH","FORMATION_END_DEPTH","FORMATION_END_DEPTH_UOM"
931018726,10033782,"1511788",2,"6","14","12",,2.00,16.00,"ft"
931018727,10033782,"1511788",3,"2","15","26",,16.00,40.00,"ft"
931018728,10033783,"1511789",1,,"14",,,0.00,14.00,"ft"
931018729,10033783,"1511789",2,,"15",,,14.00,35.00,"ft"
931018730,10033784,"1511790",1,,"01",,,0.00,4.00,"ft"
931018731,10033784,"1511790",2,,"17",,,4.00,12.00,"ft"
931018732,10033784,"1511790",3,,"15",,,12.00,81.00,"ft"
931018733,10033785,"1511791",1,"7","05",,,0.00,24.00,"ft"
931018734,10033785,"1511791",2,"8","17",,,24.00,72.00,"ft"
931018735,10033785,"1511791",3,"2","15",,,72.00,111.00,"ft"
931018736,10033786,"1511792",1,,"05",,,0.00,10.00,"ft"
931018737,10033786,"1511792",2,,"11",,,10.00,13.00,"ft"
931018738,10033786,"1511792",3,,"18",,,13.00,30.00,"ft"
931018739,10033787,"1511793",1,"7","25",,,0.00,80.00,"ft"
931018740,10033787,"1511793",2,"7","26","17",,80.00,125.00,"ft"
931018741,10033788,"1511794",1,,"18",,,0.00,73.00,"ft"
931018742,10033788,"1511794",2,,"21",,,73.00,78.00,"ft"
931018743,10033788,"1511794",3,,"18",,,78.00,100.00,"ft"
931018744,10033789,"1511795",1,,"23",,,0.00,163.00,"ft"
931018745,10033789,"1511795",2,"2","15",,,163.00,180.00,"ft"
931018746,10033790,"1511796",1,,"11",,,0.00,51.00,"ft"
931018747,10033790,"1511796",2,,"15",,,51.00,65.00,"ft"
931018748,10033791,"1511797",1,"6","02",,,0.00,6.00,"ft"
931018749,10033791,"1511797",2,"6","14","13",,6.00,36.00,"ft"
931018750,10033791,"1511797",3,"8","11",,,36.00,37.00,"ft"
931018751,10033791,"1511797",4,"2","15",,,37.00,38.00,"ft"
931018752,10033792,"1511798",1,,"02",,,0.00,3.00,"ft"
931018753,10033792,"1511798",2,,"15",,,3.00,59.00,"ft"
931018754,10033793,"1511799",1,"6","02",,,0.00,6.00,"ft"
931018755,10033793,"1511799",2,"6","14","13",,6.00,38.00,"ft"
931018756,10033793,"1511799",3,"2","15",,,38.00,59.00,"ft"
931018757,10033794,"1511800",1,,"11",,,0.00,25.00,"ft"
931018758,10033794,"1511800",2,,"07",,,25.00,72.00,"ft"
931018759,10033794,"1511800",3,,"11",,,72.00,75.00,"ft"
931018760,10033795,"1511801",1,,"11",,,0.00,24.00,"ft"
931018761,10033795,"1511801",2,,"07",,,24.00,70.00,"ft"
931018762,10033795,"1511801",3,,"11",,,70.00,82.00,"ft"
931018763,10033795,"1511801",4,,"26",,,82.00,84.00,"ft"
931018764,10033796,"1511802",1,"2","15","12",,0.00,9.00,"ft"
931018765,10033796,"1511802",2,"2","15",,,9.00,67.00,"ft"
931018766,10033796,"1511802",3,"2","15","28",,67.00,120.00,"ft"
931018767,10033797,"1511803",1,"6","05","12",,0.00,1.00,"ft"
931018768,10033797,"1511803",2,"2","18","28",,1.00,12.00,"ft"
931018769,10033797,"1511803",3,"2","18",,,12.00,33.00,"ft"
931018770,10033797,"1511803",4,"2","15",,,33.00,65.00,"ft"
931018771,10033797,"1511803",5,"2","14",,,65.00,135.00,"ft"
931018772,10033798,"1511804",1,,"28","02",,0.00,1.00,"ft"
931018773,10033798,"1511804",2,,"15",,,1.00,100.00,"ft"
931018774,10033799,"1511805",1,,"05","13",,0.00,23.00,"ft"
931018775,10033799,"1511805",2,"2","15",,,23.00,138.00,"ft"
931018776,10033800,"1511806",1,,"05",,,0.00,21.00,"ft"
931018777,10033800,"1511806",2,,"15",,,21.00,126.00,"ft"
931018778,10033801,"1511807",1,"3","05",,,0.00,178.00,"ft"
931018779,10033801,"1511807",2,"2","15",,,178.00,212.00,"ft"
931018780,10033802,"1511808",1,"2","15",,,0.00,97.00,"ft"
931018781,10033803,"1511809",1,"2","15",,,0.00,128.00,"ft"
931018782,10033804,"1511810",1,"6","18",,,0.00,4.00,"ft"
931018783,10033804,"1511810",2,"8","15",,,4.00,45.00,"ft"
931018784,10033805,"1511811",1,"5","28",,,0.00,2.00,"ft"
931018785,10033805,"1511811",2,"2","05","28",,2.00,82.00,"ft"
931018786,10033805,"1511811",3,,"11","28",,82.00,92.00,"ft"
931018787,10033805,"1511811",4,"2","15",,,92.00,110.00,"ft"
931018788,10033806,"1511812",1,,"28","02",,0.00,10.00,"ft"
931018789,10033806,"1511812",2,,"15",,,10.00,120.00,"ft"
931018790,10033806,"1511812",3,,"18",,,120.00,200.00,"ft"
931018791,10033807,"1511813",1,,"02",,,0.00,3.00,"ft"
931018792,10033807,"1511813",2,"2","05","13",,3.00,33.00,"ft"
931018793,10033807,"1511813",3,"2","15",,,33.00,40.00,"ft"
931018794,10033808,"1511814",1,"6","05",,,0.00,8.00,"ft"
931018795,10033808,"1511814",2,"6","15",,,8.00,91.00,"ft"
931018796,10033809,"1511815",1,"2","05",,,0.00,3.00,"ft"
931018797,10033809,"1511815",2,"2","15",,,3.00,96.00,"ft"
931018798,10033810,"1511816",1,"2","05","28",,0.00,3.00,"ft"
931018799,10033810,"1511816",2,"2","15",,,3.00,127.00,"ft"
931018800,10033811,"1511817",1,"2","05","12",,0.00,27.00,"ft"
931018801,10033811,"1511817",2,"2","15",,,27.00,77.00,"ft"
931018802,10033812,"1511818",1,"2","15",,,0.00,92.00,"ft"
931018803,10033813,"1511819",1,"2","05","13",,0.00,34.00,"ft"
931018804,10033813,"1511819",2,"2","15",,,34.00,84.00,"ft"
931018805,10033814,"1511820",1,"2","05","12",,0.00,72.00,"ft"
931018806,10033814,"1511820",2,"2","15",,,72.00,158.00,"ft"
931018807,10033815,"1511821",1,"2","05","13",,0.00,78.00,"ft"
931018808,10033815,"1511821",2,"2","15",,,78.00,104.00,"ft"
931018809,10033816,"1511822",1,"2","05","12",,0.00,26.00,"ft"
931018810,10033816,"1511822",2,"2","15",,,26.00,72.00,"ft"
931018811,10033817,"1511823",1,"2","05","12",,0.00,29.00,"ft"
931018812,10033817,"1511823",2,"2","15",,,29.00,56.00,"ft"
931018813,10033818,"1511824",1,"2","05","12",,0.00,23.00,"ft"
931018814,10033818,"1511824",2,"2","15",,,23.00,50.00,"ft"
931018815,10033819,"1511825",1,"2","05",,,0.00,65.00,"ft"
931018816,10033819,"1511825",2,"2","14","28","11",65.00,112.00,"ft"
931018817,10033820,"1511826",1,"2","05","12",,0.00,14.00,"ft"
931018818,10033820,"1511826",2,"2","15",,,14.00,127.00,"ft"
931018819,10033821,"1511827",1,"2","05","12","28",0.00,28.00,"ft"
931018820,10033821,"1511827",2,"2","15",,,28.00,55.00,"ft"
931018821,10033822,"1511828",1,"2","05","28","12",0.00,32.00,"ft"
931018822,10033822,"1511828",2,"2","15",,,32.00,61.00,"ft"
931018823,10033823,"1511829",1,"2","05","12","28",0.00,27.00,"ft"
931018824,10033823,"1511829",2,"2","15",,,27.00,62.00,"ft"
931018825,10033824,"1511830",1,,"11","13",,0.00,20.00,"ft"
931018826,10033824,"1511830",2,,"14",,,20.00,39.00,"ft"
931018827,10033824,"1511830",3,,"15",,,39.00,56.00,"ft"
931018828,10033824,"1511830",4,,"18",,,56.00,80.00,"ft"
931018829,10033825,"1511831",1,,"13","11",,0.00,20.00,"ft"
931018830,10033825,"1511831",2,,"11",,,20.00,38.00,"ft"
931018831,10033826,"1511832",1,,"11","13",,0.00,48.00,"ft"
931018832,10033826,"1511832",2,,"11",,,48.00,51.00,"ft"
931018833,10033827,"1511833",1,,"11","13",,0.00,45.00,"ft"
931018834,10033827,"1511833",2,,"15",,,45.00,105.00,"ft"
931018835,10033828,"1511834",1,,"05",,,0.00,25.00,"ft"
931018836,10033828,"1511834",2,,"15",,,25.00,85.00,"ft"
931018837,10033829,"1511835",1,,"11","28",,0.00,60.00,"ft"
931018838,10033829,"1511835",2,,"15",,,60.00,65.00,"ft"
931018839,10033830,"1511836",1,"3","05",,,0.00,30.00,"ft"
931018840,10033830,"1511836",2,,"11",,,30.00,34.00,"ft"
931018841,10033830,"1511836",3,,"15",,,34.00,85.00,"ft"
931018842,10033831,"1511837",1,"3","15",,,0.00,200.00,"ft"
931018843,10033831,"1511837",2,,"18",,,200.00,205.00,"ft"
931018844,10033832,"1511838",1,,"11","13",,0.00,12.00,"ft"
931018845,10033832,"1511838",2,,"15",,,12.00,45.00,"ft"
931018846,10033833,"1511839",1,,"11","13",,0.00,55.00,"ft"
931018847,10033833,"1511839",2,,"15",,,55.00,105.00,"ft"
931018848,10033834,"1511840",1,,"11","28",,0.00,96.00,"ft"
931018849,10033834,"1511840",2,,"15",,,96.00,225.00,"ft"
931018850,10033835,"1511841",1,,"28","11",,0.00,70.00,"ft"
931018851,10033835,"1511841",2,,"15",,,70.00,74.00,"ft"
931018852,10033836,"1511842",1,,"28",,,0.00,7.00,"ft"
931018853,10033836,"1511842",2,,"11",,,7.00,12.00,"ft"
931018854,10033836,"1511842",3,"2","15",,,12.00,30.00,"ft"
931018855,10033837,"1511843",1,,"28",,,0.00,40.00,"ft"
931018856,10033837,"1511843",2,,"11",,,40.00,45.00,"ft"
931018857,10033838,"1511844",1,,"28",,,0.00,20.00,"ft"
931018858,10033838,"1511844",2,,"11",,,20.00,103.00,"ft"
931018859,10033838,"1511844",3,,"11",,,103.00,104.00,"ft"
931018860,10033839,"1511845",1,,"11","13",,0.00,43.00,"ft"
931018861,10033840,"1511846",1,,"11",,,0.00,62.00,"ft"
931018862,10033840,"1511846",2,,"11",,,62.00,101.00,"ft"
931018863,10033840,"1511846",3,,"15",,,101.00,115.00,"ft"
931018864,10033841,"1511847",1,,"28",,,0.00,50.00,"ft"
931018865,10033841,"1511847",2,,"15",,,50.00,125.00,"ft"
931018866,10033842,"1511848",1,,"02",,,0.00,2.00,"ft"
931018867,10033842,"1511848",2,,"15",,,2.00,124.00,"ft"
931018868,10033843,"1511849",1,,"02",,,0.00,1.00,"ft"
931018869,10033843,"1511849",2,"2","17",,,1.00,140.00,"ft"
931018870,10033844,"1511850",1,,"05",,,0.00,18.00,"ft"
931018871,10033844,"1511850",2,"2","15",,,18.00,72.00,"ft"
931018872,10033844,"1511850",3,"7","21",,,72.00,76.00,"ft"
931018873,10033844,"1511850",4,"2","15",,,76.00,82.00,"ft"
931018874,10033844,"1511850",5,"2","21",,,82.00,100.00,"ft"
931018875,10033845,"1511851",1,,"23",,,0.00,65.00,"ft"
931018876,10033845,"1511851",2,"2","17",,,65.00,185.00,"ft"
931018877,10033846,"1511852",1,"6","05",,,0.00,11.00,"ft"
931018878,10033846,"1511852",2,"2","28",,,11.00,21.00,"ft"
931018879,10033846,"1511852",3,"2","15",,,21.00,70.00,"ft"
931018880,10033846,"1511852",4,"7","21",,,70.00,74.00,"ft"
931018881,10033846,"1511852",5,"2","15",,,74.00,80.00,"ft"
931018882,10033847,"1511853",1,,"28",,,0.00,5.00,"ft"
931018883,10033847,"1511853",2,"2","15",,,5.00,80.00,"ft"
931018884,10033848,"1511854",1,,"28","13",,0.00,40.00,"ft"
931018885,10033848,"1511854",2,"2","15",,,40.00,120.00,"ft"
931018886,10033849,"1511855",1,,"05",,,0.00,90.00,"ft"
931018887,10033849,"1511855",2,,"28","13",,90.00,103.00,"ft"
931018888,10033849,"1511855",3,,"17",,,103.00,120.00,"ft"
931018889,10033850,"1511856",1,,"05",,,0.00,110.00,"ft"
931018890,10033851,"1511857",1,,"05","11",,0.00,25.00,"ft"
931018891,10033851,"1511857",2,,"15",,,25.00,630.00,"ft"
931018892,10033851,"1511857",3,,"18",,,630.00,700.00,"ft"
931018893,10033852,"1511858",1,"6","05",,,0.00,12.00,"ft"
931018894,10033852,"1511858",2,"6","15",,,12.00,140.00,"ft"
931018895,10033853,"1511859",1,"6","05","13",,0.00,26.00,"ft"
931018896,10033853,"1511859",2,"6","15",,,26.00,53.00,"ft"
931018897,10033854,"1511860",1,"6","28",,,0.00,4.00,"ft"
931018898,10033854,"1511860",2,,"21",,,4.00,118.00,"ft"
931018899,10033855,"1511861",1,"8","21",,,0.00,40.00,"ft"
931018900,10033856,"1511862",1,"6","02",,,0.00,6.00,"ft"
931018901,10033856,"1511862",2,,"15",,,6.00,20.00,"ft"
931018902,10033856,"1511862",3,"1","15",,,20.00,60.00,"ft"
931018903,10033857,"1511863",1,,"05","12",,0.00,10.00,"ft"
931018904,10033857,"1511863",2,,"18",,,10.00,100.00,"ft"
931018905,10033858,"1511864",1,,"14",,,0.00,4.00,"ft"
931018906,10033858,"1511864",2,,"18",,,4.00,25.00,"ft"
931018907,10033859,"1511865",1,,"14",,,0.00,20.00,"ft"
931018908,10033859,"1511865",2,,"11",,,20.00,22.00,"ft"
931018909,10033859,"1511865",3,,"18",,,22.00,35.00,"ft"
931018910,10033860,"1511866",1,,"14",,,0.00,25.00,"ft"
931018911,10033860,"1511866",2,,"18",,,25.00,59.00,"ft"
931018912,10033861,"1511867",1,,"05",,,0.00,20.00,"ft"
931018913,10033861,"1511867",2,,"14",,,20.00,32.00,"ft"
931018914,10033861,"1511867",3,,"11",,,32.00,38.00,"ft"
931018915,10033862,"1511868",1,,"11","12",,0.00,25.00,"ft"
931018916,10033862,"1511868",2,,"28","13",,25.00,70.00,"ft"
931018917,10033862,"1511868",3,,"11","13",,70.00,90.00,"ft"
931018918,10033863,"1511869",1,"3","05",,,0.00,55.00,"ft"
931018919,10033863,"1511869",2,,"11",,,55.00,60.00,"ft"
931018920,10033864,"1511870",1,,"02",,,0.00,1.00,"ft"
931018921,10033864,"1511870",2,"2","15",,,1.00,115.00,"ft"
931018922,10033865,"1511871",1,"2","05",,,0.00,44.00,"ft"
931018923,10033865,"1511871",2,,"14","28","11",44.00,64.00,"ft"
931018924,10033865,"1511871",3,"2","15",,,64.00,87.00,"ft"
931018925,10033866,"1511872",1,"7","28",,,0.00,3.00,"ft"
931018926,10033866,"1511872",2,"6","05","13",,3.00,18.00,"ft"
931018927,10033866,"1511872",3,"2","14","13",,18.00,24.00,"ft"
931018928,10033866,"1511872",4,"2","15",,,24.00,65.00,"ft"
931018929,10033867,"1511873",1,"6","05","28","13",0.00,8.00,"ft"
931018930,10033867,"1511873",2,"2","15",,,8.00,335.00,"ft"
931018931,10033868,"1511874",1,"6","05","28","13",0.00,8.00,"ft"
931018932,10033868,"1511874",2,"2","15",,,8.00,86.00,"ft"
931018933,10033869,"1511875",1,"6","14","28","13",0.00,19.00,"ft"
931018934,10033869,"1511875",2,"2","15",,,19.00,154.00,"ft"
931018935,10033869,"1511875",3,"2","18",,,154.00,164.00,"ft"
931018936,10033870,"1511876",1,"2","28","13","11",0.00,14.00,"ft"
931018937,10033870,"1511876",2,"2","15",,,14.00,60.00,"ft"
931018938,10033871,"1511877",1,"6","05",,,0.00,16.00,"ft"
931018939,10033871,"1511877",2,"2","05","28","13",16.00,22.00,"ft"
931018940,10033871,"1511877",3,"2","28","11","13",22.00,25.00,"ft"
931018941,10033871,"1511877",4,"2","15",,,25.00,61.00,"ft"
931018942,10033871,"1511877",5,"2","18",,,61.00,74.00,"ft"
931018943,10033872,"1511878",1,"6","05","13",,0.00,20.00,"ft"
931018944,10033872,"1511878",2,"2","28","05","13",20.00,25.00,"ft"
931018945,10033872,"1511878",3,"8","11","28","13",25.00,30.00,"ft"
931018946,10033872,"1511878",4,"2","15",,,30.00,59.00,"ft"
931018947,10033872,"1511878",5,"2","18",,,59.00,71.00,"ft"
931018948,10033873,"1511879",1,"6","05","13",,0.00,18.00,"ft"
931018949,10033873,"1511879",2,"2","14","13","11",18.00,31.00,"ft"
931018950,10033873,"1511879",3,"2","15",,,31.00,63.00,"ft"
931018951,10033874,"1511880",1,"6","05","13",,0.00,21.00,"ft"
931018952,10033874,"1511880",2,"2","28","11","13",21.00,29.00,"ft"
931018953,10033874,"1511880",3,"2","15",,,29.00,54.00,"ft"
931018954,10033874,"1511880",4,"2","18",,,54.00,66.00,"ft"
931018955,10033875,"1511881",1,"6","05","13",,0.00,23.00,"ft"
931018956,10033875,"1511881",2,"2","14","13","11",23.00,30.00,"ft"
931018957,10033875,"1511881",3,"2","15",,,30.00,61.00,"ft"
931018958,10033875,"1511881",4,"2","18",,,61.00,96.00,"ft"
931018959,10033876,"1511882",1,"6","05","06",,0.00,20.00,"ft"
931018960,10033876,"1511882",2,"3","05","06",,20.00,77.00,"ft"
931018961,10033876,"1511882",3,"2","15",,,77.00,210.00,"ft"
931018962,10033877,"1511883",1,"6","05","13",,0.00,20.00,"ft"
931018963,10033877,"1511883",2,"2","28","11","13",20.00,58.00,"ft"
931018964,10033877,"1511883",3,"2","11","28","13",58.00,63.00,"ft"
931018965,10033877,"1511883",4,"2","15",,,63.00,67.00,"ft"
931018966,10033878,"1511884",1,"2","05","13",,0.00,6.00,"ft"
931018967,10033878,"1511884",2,"2","14",,,6.00,18.00,"ft"
931018968,10033878,"1511884",3,"2","15",,,18.00,85.00,"ft"
931018969,10033879,"1511885",1,"6","02","06","12",0.00,6.00,"ft"
931018970,10033879,"1511885",2,"1","15",,,6.00,171.00,"ft"
931018971,10033880,"1511886",1,"6","05","28",,0.00,12.00,"ft"
931018972,10033880,"1511886",2,"3","05","06",,12.00,85.00,"ft"
931018973,10033880,"1511886",3,"2","15",,,85.00,112.00,"ft"
931018974,10033881,"1511887",1,"3","05",,,0.00,18.00,"ft"
931018975,10033881,"1511887",2,"2","11","28","13",18.00,38.00,"ft"
931018976,10033881,"1511887",3,"6","15",,,38.00,56.00,"ft"
931018977,10033882,"1511888",1,"2","14","13",,0.00,7.00,"ft"
931018978,10033882,"1511888",2,"2","15",,,7.00,82.00,"ft"
931018979,10033883,"1511889",1,"6","28","05","13",0.00,4.00,"ft"
931018980,10033883,"1511889",2,"6","14","11","13",4.00,55.00,"ft"
931018981,10033883,"1511889",3,"2","28","13",,55.00,61.00,"ft"
931018982,10033883,"1511889",4,"8","15",,,61.00,260.00,"ft"
931018983,10033883,"1511889",5,"2","18",,,260.00,270.00,"ft"
931018984,10033883,"1511889",6,"2","15",,,270.00,273.00,"ft"
931018985,10033884,"1511890",1,"6","02",,,0.00,6.00,"ft"
931018986,10033884,"1511890",2,"2","15",,,6.00,83.00,"ft"
931018987,10033884,"1511890",3,"2","18",,,83.00,125.00,"ft"
931018988,10033885,"1511891",1,"6","28",,,0.00,15.00,"ft"
931018989,10033885,"1511891",2,"8","15",,,15.00,35.00,"ft"
931018990,10033886,"1511892",1,"6","01","13",,0.00,2.00,"ft"
931018991,10033886,"1511892",2,"2","15",,,2.00,155.00,"ft"
931018992,10033887,"1511893",1,"3","05","13",,0.00,21.00,"ft"
931018993,10033887,"1511893",2,"8","15",,,21.00,59.00,"ft"
931018994,10033888,"1511894",1,"6","28","11","13",0.00,28.00,"ft"
931018995,10033888,"1511894",2,"2","15",,,28.00,43.00,"ft"
931018996,10033889,"1511895",1,"6","05",,,0.00,18.00,"ft"
931018997,10033889,"1511895",2,"3","05",,,18.00,46.00,"ft"
931018998,10033889,"1511895",3,"2","11","13","28",46.00,51.00,"ft"
931018999,10033889,"1511895",4,"2","18",,,51.00,70.00,"ft"
931019000,10033890,"1511896",1,"6","05","06",,0.00,15.00,"ft"
931019001,10033890,"1511896",2,"3","05",,,15.00,27.00,"ft"
931019002,10033890,"1511896",3,"2","15",,,27.00,58.00,"ft"
931019003,10033891,"1511897",1,"6","05","28","13",0.00,18.00,"ft"
931019004,10033891,"1511897",2,"2","11","28",,18.00,20.00,"ft"
931019005,10033891,"1511897",3,"2","15",,,20.00,51.00,"ft"
931019006,10033891,"1511897",4,"1","18",,,51.00,60.00,"ft"
931019007,10033892,"1511898",1,"6","05","28","13",0.00,21.00,"ft"
931019008,10033892,"1511898",2,"2","15",,,21.00,52.00,"ft"
931019009,10033892,"1511898",3,"2","18",,,52.00,60.00,"ft"
931019010,10033893,"1511899",1,"6","05","11","28",0.00,22.00,"ft"
931019011,10033893,"1511899",2,"2","15",,,22.00,61.00,"ft"
931019012,10033894,"1511900",1,"6","05","06",,0.00,20.00,"ft"
931019013,10033894,"1511900",2,"3","05","06",,20.00,81.00,"ft"
931019014,10033894,"1511900",3,"2","15",,,81.00,108.00,"ft"
931019015,10033895,"1511901",1,"2","05",,,0.00,7.00,"ft"
931019016,10033895,"1511901",2,"3","05","13",,7.00,30.00,"ft"
931019017,10033895,"1511901",3,"2","15",,,30.00,164.00,"ft"
931019018,10033895,"1511901",4,"2","18",,,164.00,167.00,"ft"
931019019,10033895,"1511901",5,"2","15",,,167.00,183.00,"ft"
931019020,10033895,"1511901",6,"2","18",,,183.00,205.00,"ft"
931019021,10033895,"1511901",7,"1","18",,,205.00,207.00,"ft"
931019022,10033896,"1511902",1,"6","05","28","13",0.00,7.00,"ft"
931019023,10033896,"1511902",2,"6","28","05","13",7.00,45.00,"ft"
931019024,10033896,"1511902",3,"2","11","28","13",45.00,50.00,"ft"
931019025,10033896,"1511902",4,"8","15",,,50.00,125.00,"ft"
931019026,10033897,"1511903",1,"6","05","13",,0.00,8.00,"ft"
931019027,10033897,"1511903",2,"2","14","13",,8.00,35.00,"ft"
931019028,10033897,"1511903",3,"6","28","13","11",35.00,50.00,"ft"
931019029,10033897,"1511903",4,"2","15",,,50.00,175.00,"ft"
931019030,10033898,"1511904",1,"6","05","13","11",0.00,25.00,"ft"
931019031,10033898,"1511904",2,"2","15",,,25.00,51.00,"ft"
931019032,10033898,"1511904",3,"1","18",,,51.00,65.00,"ft"
931019033,10033899,"1511905",1,"6","05","13",,0.00,14.00,"ft"
931019034,10033899,"1511905",2,"2","14","13","11",14.00,40.00,"ft"
931019035,10033899,"1511905",3,"2","15",,,40.00,125.00,"ft"
931019036,10033900,"1511906",1,"6","28","01",,0.00,3.00,"ft"
931019037,10033900,"1511906",2,"2","28","11","13",3.00,28.00,"ft"
931019038,10033900,"1511906",3,"2","15",,,28.00,110.00,"ft"
931019039,10033901,"1511907",1,"6","28","11","13",0.00,28.00,"ft"
931019040,10033901,"1511907",2,"2","15",,,28.00,71.00,"ft"
931019041,10033902,"1511908",1,"6","05",,,0.00,12.00,"ft"
931019042,10033902,"1511908",2,"2","14","13",,12.00,22.00,"ft"
931019043,10033902,"1511908",3,"2","15",,,22.00,35.00,"ft"
931019044,10033903,"1511909",1,"6","05",,,0.00,12.00,"ft"
931019045,10033903,"1511909",2,"2","14","13",,12.00,32.00,"ft"
931019046,10033903,"1511909",3,"2","15",,,32.00,80.00,"ft"
931019047,10033904,"1511910",1,"6","01","28",,0.00,2.00,"ft"
931019048,10033904,"1511910",2,"2","05",,,2.00,20.00,"ft"
931019049,10033904,"1511910",3,"3","05",,,20.00,52.00,"ft"
931019050,10033904,"1511910",4,"2","28",,,52.00,75.00,"ft"
931019051,10033904,"1511910",5,"2","14","13",,75.00,86.00,"ft"
931019052,10033904,"1511910",6,"8","15",,,86.00,130.00,"ft"
931019053,10033905,"1511911",1,"6","28",,,0.00,2.00,"ft"
931019054,10033905,"1511911",2,"3","05",,,2.00,60.00,"ft"
931019055,10033905,"1511911",3,"2","28","12",,60.00,70.00,"ft"
931019056,10033905,"1511911",4,"2","14","13",,70.00,82.00,"ft"
931019057,10033905,"1511911",5,"2","15",,,82.00,105.00,"ft"
931019058,10033905,"1511911",6,"8","15",,,105.00,115.00,"ft"
931019059,10033906,"1511912",1,"7","28",,,0.00,3.00,"ft"
931019060,10033906,"1511912",2,"6","05",,,3.00,18.00,"ft"
931019061,10033906,"1511912",3,"3","05",,,18.00,36.00,"ft"
931019062,10033906,"1511912",4,"3","11","13",,36.00,39.00,"ft"
931019063,10033906,"1511912",5,"3","15",,,39.00,48.00,"ft"
931019064,10033907,"1511913",1,"6","05",,,0.00,14.00,"ft"
931019065,10033907,"1511913",2,"6","28","05","13",14.00,38.00,"ft"
931019066,10033907,"1511913",3,"2","15",,,38.00,55.00,"ft"
931019067,10033908,"1511914",1,"6","28","13",,0.00,21.00,"ft"
931019068,10033908,"1511914",2,"2","15",,,21.00,70.00,"ft"
931019069,10033909,"1511915",1,"6","28","13","11",0.00,41.00,"ft"
931019070,10033909,"1511915",2,"2","15",,,41.00,84.00,"ft"
931019071,10033910,"1511916",1,"6","05","06",,0.00,20.00,"ft"
931019072,10033910,"1511916",2,"3","05","06",,20.00,70.00,"ft"
931019073,10033910,"1511916",3,"7","11","28",,70.00,86.00,"ft"
931019074,10033911,"1511917",1,"6","14","13","11",0.00,9.00,"ft"
931019075,10033911,"1511917",2,"2","15",,,9.00,16.00,"ft"
931019076,10033911,"1511917",3,"2","15",,,16.00,48.00,"ft"
931019077,10033912,"1511918",1,"6","05","06",,0.00,18.00,"ft"
931019078,10033912,"1511918",2,"3","05","06",,18.00,34.00,"ft"
931019079,10033912,"1511918",3,"2","15",,,34.00,63.00,"ft"
931019080,10033913,"1511919",1,"6","28","11","13",0.00,19.00,"ft"
931019081,10033913,"1511919",2,"2","15",,,19.00,100.00,"ft"
931019082,10033914,"1511920",1,"6","28",,,0.00,20.00,"ft"
931019083,10033914,"1511920",2,"2","28","13",,20.00,27.00,"ft"
931019084,10033914,"1511920",3,"2","15",,,27.00,53.00,"ft"
931019085,10033915,"1511921",1,"6","28","01",,0.00,3.00,"ft"
931019086,10033915,"1511921",2,"6","28","12",,3.00,9.00,"ft"
931019087,10033915,"1511921",3,"2","15",,,9.00,141.00,"ft"
931019088,10033916,"1511922",1,"6","28","05",,0.00,3.00,"ft"
931019089,10033916,"1511922",2,"2","15",,,3.00,12.00,"ft"
931019090,10033916,"1511922",3,"2","15",,,12.00,160.00,"ft"
931019091,10033916,"1511922",4,"1","28",,,160.00,164.00,"ft"
931019092,10033916,"1511922",5,"2","15",,,164.00,300.00,"ft"
931019093,10033916,"1511922",6,"1","18",,,300.00,315.00,"ft"
931019094,10033917,"1511923",1,"6","28","01",,0.00,2.00,"ft"
931019095,10033917,"1511923",2,"3","05",,,2.00,87.00,"ft"
931019096,10033917,"1511923",3,"2","14","12",,87.00,96.00,"ft"
931019097,10033917,"1511923",4,"8","17",,,96.00,120.00,"ft"
931019098,10033918,"1511924",1,"6","28","11","13",0.00,12.00,"ft"
931019099,10033918,"1511924",2,"6","11","13","28",12.00,26.00,"ft"
931019100,10033918,"1511924",3,"2","15",,,26.00,175.00,"ft"
931019101,10033919,"1511925",1,"6","28","11","13",0.00,12.00,"ft"
931019102,10033919,"1511925",2,"6","11","28","13",12.00,19.00,"ft"
931019103,10033919,"1511925",3,"2","15",,,19.00,54.00,"ft"
931019104,10033920,"1511926",1,"6","05",,,0.00,18.00,"ft"
931019105,10033920,"1511926",2,"6","11","13","28",18.00,31.00,"ft"
931019106,10033920,"1511926",3,"8","15",,,31.00,84.00,"ft"
931019107,10033921,"1511927",1,"6","05","28","12",0.00,1.00,"ft"
931019108,10033921,"1511927",2,"2","15",,,1.00,55.00,"ft"
931019109,10033921,"1511927",3,"8","15",,,55.00,90.00,"ft"
931019110,10033922,"1511928",1,"6","05","06",,0.00,15.00,"ft"
931019111,10033922,"1511928",2,"3","05","06",,15.00,80.00,"ft"
931019112,10033922,"1511928",3,"2","15",,,80.00,172.00,"ft"
931019113,10033923,"1511929",1,"6","28","13",,0.00,3.00,"ft"
931019114,10033923,"1511929",2,"2","14","13",,3.00,52.00,"ft"
931019115,10033923,"1511929",3,"8","11",,,52.00,55.00,"ft"
931019116,10033924,"1511930",1,"6","28",,,0.00,22.00,"ft"
931019117,10033924,"1511930",2,"2","28","13",,22.00,29.00,"ft"
931019118,10033924,"1511930",3,"2","15",,,29.00,55.00,"ft"
931019119,10033924,"1511930",4,"6","15",,,55.00,74.00,"ft"
